Data ID,Classification,Confidence Score,Detailed Justification
D573,Warning,0.57,High URL reputation (0.17) and site visual similarity (0.22) with failed authentication. Moderate suspicious indicators warrant monitoring for potential deception attempts.
D574,Warning,0.54,High return path reputation (0.57) with expired certificate and failed authentication. Infrastructure concerns with minimal malicious indicators suggest monitoring approach.
D575,Warning,0.67,Gift card request with high temp email likelihood (0.27) and very high reply path reputation (0.98). High content spam score (0.14) with URL reputation concerns warrant verification.
D576,Malicious,0.88,Sender known malicious with authentication component and high metadata score (0.21). Wire transfer request with very high content spam score (0.90) and multiple URLs confirms BEC attack with technical infrastructure.
D577,Malicious,0.92,Sender known malicious with packer detected and exploit pattern detected. Document download with high temp email likelihood (0.57) and very high exfiltration behavior (0.64) plus expired certificate confirms advanced malware delivery.
D578,Warning,0.66,Return path known malicious with very high SMTP geo/reputation risks (0.97/0.59). High site visual similarity (0.66) and URL rendering behavior (0.51) suggest monitoring for spoofing attempts.
D579,Warning,0.70,Sensitive data request with high content spam score (0.08) and site visual similarity (0.19). Multiple authentication failures with URL rendering behavior (0.26) warrant verification of data request.
D580,Malicious,0.91,Sender known malicious with high behavioral sandbox score (0.12) and network call on open. Meeting request with high-risk role targeted and high return path reputation (0.48) plus self-signed certificate confirms executive-targeted attack.
D581,Malicious,0.83,Sender known malicious with network call on open and high content spam score (0.07). Moderate behavioral indicators with authentication failures suggest technical threat capabilities.
D582,Warning,0.61,Good sender domain reputation (0.24) with DMARC enforced but URL shortener detected. Failed authentication with moderate SMTP geo risk suggests monitoring approach.
D583,Malicious,0.87,Sender known malicious with unscannable attachment and VBScript detected. Legal threat request with 4 embedded files and very high SMTP reputation risk (0.80) confirms social engineering with malware components.
D584,Malicious,0.89,Sender known malicious with YARA match and macro-enabled document. Link click request with high metadata score (0.29) and multiple URLs confirms malware delivery with known threat signatures.
D585,Warning,0.58,Bank detail update with high sender domain reputation (0.66) and high SMTP geo/reputation risks (0.64). High URL reputation (0.41) suggests financial social engineering without malware.
D586,Malicious,0.94,Sender known malicious with YARA matches and IOC hits (2). VPN/MFA reset with very high behavioral sandbox score (0.56) and site visual similarity (0.99) confirms credential harvesting with sophisticated brand impersonation.
D587,Warning,0.72,Known malicious sender flag with wire transfer request but minimal other threats. High SMTP geo risk (0.21) with failed authentication warrants verification of financial request legitimacy.
D588,Malicious,0.86,Sender known malicious with high metadata (0.25) and behavioral scores (0.20). Gift card request with multiple execution processes and high exfiltration behavior (0.48) confirms BEC attack with technical capabilities.
D589,Malicious,0.90,Sender known malicious with IOC hit and very high temp email likelihood (0.72). High AMSI score (0.51) with high SMTP reputation risk (0.60) and metadata score (0.18) indicates advanced threat campaign.
D590,Malicious,0.95,Sender known malicious with extremely high AMSI score (0.96) and high temp email likelihood (0.08). Very high SMTP geo/reputation risks (0.92/0.37) with self-signed certificate confirms advanced obfuscated malware.
D591,Warning,0.69,Sender spoof detected with invoice verification request and expired certificate. High site visual similarity (0.13) with authentication concerns warrant verification of legitimacy.
D592,Malicious,0.85,Sender known malicious with very high temp email likelihood (0.62) and return path known malicious. High behavioral sandbox score (0.04) with embedded file and multiple URLs indicates data theft capabilities.
D593,Malicious,0.92,Sender known malicious with malicious file hash and very high exfiltration behavior (0.90). Multiple execution processes with high URL reputation (0.41) and no reverse DNS confirms advanced malware distribution.
D594,Warning,0.70,Return path mismatch and known malicious with wire transfer request. Multiple URLs detected but minimal behavioral indicators suggest financial social engineering requiring verification.
D595,Warning,0.56,Moderate suspicious indicators with certificate mismatch and high URL rendering behavior (0.25). Limited malicious signals but infrastructure concerns warrant monitoring.
D596,Warning,0.59,Final URL spoof detected with expired certificate and high URL reputation (0.57). Site visual similarity (0.12) with authentication concerns suggest potential brand impersonation.
D597,No Action,0.79,Minimal suspicious indicators with good authentication status. Low behavioral scores and valid SSL certificate suggest legitimate communication requiring standard monitoring.
D598,Spam,0.78,Gift card request with very high content spam score (0.96) and revoked SSL certificate. High temp email likelihood (0.36) with site visual similarity (0.22) indicates spam campaign without malware payload.
D599,Malicious,0.93,Sender known malicious with extremely high metadata score (0.74) and network call on open. Wire transfer request with very high exfiltration behavior (0.87) and high site visual similarity (0.25) confirms BEC attack with advanced malware.
D600,Malicious,0.91,Sender known malicious with high temp email likelihood (0.28) and very high exfiltration behavior (0.94). Document download request with high-risk role targeted and high site visual similarity (0.27) confirms executive-targeted malware delivery.
