Data ID,Classification,Confidence Score,Detailed Justification
D421,Malicious,0.96,Link click request with 6 malicious attachments and high metadata suspicious score (0.479). High SMTP ASN reputation risk (0.883) with expired certificate. High content spam score confirms phishing attack.
D422,No Action,0.85,Bank detail update with minimal risk indicators. Clean behavioral profile with passing authentication. Low risk scores across all metrics suggest legitimate request requiring standard verification.
D423,Malicious,0.98,VPN/MFA reset with malicious file hash detected and unscannable attachment. Extreme behavioral sandbox score (0.577) with PowerShell execution. SSL mismatch and 4 URLs confirm credential theft attempt.
D424,Malicious,0.95,VPN/MFA reset with executable attachment and high behavioral scores. PowerShell execution with embedded files and high exfiltration behavior (0.475). Failed SPF with marketing keywords confirms attack.
D425,Warning,0.82,Reply path known malicious with PowerShell execution and embedded file. High SMTP reputation risk (0.850) with 4 URLs detected. Failed SPF but moderate behavioral scores warrant monitoring.
D426,Spam,0.88,Known malicious sender with invoice verification request showing high SMTP geo risk (0.557). Token validation success with QR code malicious confirms spam campaign with malicious elements.
D427,Warning,0.85,High metadata suspicious score (0.698) with PowerShell execution but low behavioral scores. SSL mismatch with passing authentication. Mixed signals require enhanced scrutiny.
D428,Malicious,0.90,Macro enabled document with high exfiltration behavior (0.802) and PowerShell/regsvr32 execution. Reply path reputation concerns (0.865) with 4 URLs and image only email confirms phishing.
D429,Spam,0.82,Wire transfer request with extremely high temp email likelihood (0.996). While no malware detected the temporary email pattern with financial request indicates spam/scam attempt.
D430,Spam,0.80,High content spam score (0.926) with URL reputation concerns (0.590). While behavioral scores are minimal the spam content with failed DMARC suggests bulk distribution.
D431,Spam,0.75,High temp email likelihood (0.684) with minimal other risks. Clean behavioral profile but temporary email pattern suggests spam distribution rather than targeted communication.
D432,No Action,0.82,Good sender reputation (0.704) with minimal risk indicators. Failed DMARC but clean behavioral profile and URL reputation (0.455) suggest legitimate communication.
D433,Spam,0.85,Gift card request with high URL rendering behavior score (0.624) and content spam score (0.576). Failed SPF and DMARC with 4 URLs confirms social engineering spam attempt.
D434,Malicious,0.92,Wire transfer request with extreme exfiltration behavior (0.862) and URL reputation risk (0.992). High rendering behavior score with failed temperror DMARC confirms BEC attack.
D435,Malicious,0.95,Document download with behavioral sandbox score (0.169) and AMSI score (0.276). Extreme exfiltration behavior (0.739) with embedded file and URL rendering score (0.961) confirms malware delivery.
D436,Warning,0.78,High temp email likelihood (0.476) with extremely high return path reputation risk (0.968). User marked as spam before with HTML text ratio anomaly. Failed SPF warrants monitoring.
D437,Warning,0.70,Sensitive data request with high return path reputation risk (0.515) and smtp_ip_known_malicious flag. SSL mismatch but low behavioral scores. Infrastructure concerns require verification.
D438,Malicious,0.94,Meeting request with good sender reputation but high metadata suspicious score (0.255) and extreme exfiltration behavior (0.838). Self-signed certificate with high content spam score (0.489) confirms spoofing attack.
D439,Malicious,0.96,Macro enabled document with behavioral sandbox score (0.231) and extreme exfiltration behavior (0.986). High return path reputation risk (0.641) with embedded file confirms advanced malware.
D440,No Action,0.80,Clean profile with minimal risk indicators. SSL mismatch but passing authentication and low behavioral scores. Safe for delivery with standard monitoring.
D441,Warning,0.88,Legal threat with return path known malicious and YARA rule match. High reply path reputation concerns (0.761) with embedded file. While behavioral scores low the threat indicators warrant caution.
D442,Malicious,0.90,Link click request with good sender reputation but extreme exfiltration behavior (0.822). Revoked SSL certificate with high SMTP ASN risk (0.791). Content patterns confirm phishing despite sender reputation.
D443,Spam,0.85,Known malicious sender with bank detail update request. High SMTP reputation risk (0.706) but minimal technical threats. Social engineering spam attempt without malware payload.
D444,Malicious,0.98,VPN/MFA reset with extreme metadata suspicious score (0.916) and exfiltration behavior (0.800). PowerShell execution with 7 embedded files. Failed SPF and DMARC confirms credential theft attack.
D445,No Action,0.85,Urgent callback request with minimal risk indicators. Clean behavioral profile with high SMTP reputation risk (0.845) but neutral SPF. Low threat scores suggest legitimate communication.
D446,Warning,0.82,High AMSI score (0.472) with moderate behavioral patterns. PowerShell execution but passing SPF. Mixed signals with high URL rendering behavior score (0.826) warrant monitoring.
D447,No Action,0.80,Link click request with minimal risks. Clean behavioral profile with 4 URLs but all validated safe. Softfail SPF but no malicious indicators suggest legitimate marketing.
D448,Malicious,0.95,3 YARA rule matches with AMSI score (0.518) and extreme exfiltration behavior (0.850). Excel/cmd/PowerShell execution chain with high content spam score (0.178). Failed authentication confirms attack.
D449,Malicious,0.90,Wire transfer request with behavioral sandbox score (0.148) and high return path reputation risk (0.584). Failed DKIM/DMARC with high content spam score (0.676) confirms BEC attempt.
D450,Warning,0.75,Wire transfer request with return path mismatch and high temp email likelihood (0.208). High SMTP geo risk (0.984) but minimal behavioral scores. Infrastructure concerns require verification.
