Data ID,Classification,Confidence Score,Detailed Justification
D97,Malicious,0.96,"File marked malicious (1.0) with packer detected (1) and extremely high metadata suspicious score (0.947) indicating advanced obfuscation techniques. Legal threat request type commonly used in extortion/scareware campaigns. Complete authentication failure, YARA rule match (1), parent process outlook.exe. Embedded files present confirming sophisticated malware delivery mechanism."
D98,Malicious,0.89,"File malicious (1.0) with return path known malicious (1), high sandbox execution score (0.745), and 4 IOCs detected. Link click request type with parent process acrobat.exe suggesting PDF-based exploit delivery. High exfiltration behavior score (0.506) with failed DKIM authentication. Multi-vector attack combining social engineering with technical exploitation."
D99,Warning,0.76,"Bank detail update request presents high social engineering risk despite clean file indicators. Final URL known malicious (1) creates significant concern even with good authentication profile. Visual similarity score suggests potential brand impersonation tactics. The combination of financial request type with malicious destination URL warrants immediate user caution and verification procedures."
D100,Malicious,0.87,"File marked malicious (1.0) with exploit pattern detected (1) and embedded files (1) indicating active exploitation capability. VPN/MFA reset request targets credential theft, multiple parent processes including powershell.exe detected. Extremely high SMTP IP reputation risk (0.800) with failed DMARC authentication suggests compromised infrastructure used for attack delivery."
D78,Warning,0.72,"Wire transfer request combined with extremely high return path reputation risk (0.943) suggests Business Email Compromise attempt. Good overall authentication metrics but failed DKIM creates authentication concerns. High-risk financial request type combined with reputation issues and authentication partial failure indicates potential targeted financial fraud requiring immediate verification."
D79,Malicious,0.84,"File marked malicious (1.0) with gift card request social engineering indicator and embedded files (1). Parent processes include regsvr32.exe indicating known malware execution technique. Complete authentication failure across all protocols (SPF/DKIM/DMARC). Clear combination of social engineering tactics with malware payload delivery targeting both psychological and technical attack vectors."
D80,Malicious,0.92,"File malicious (1.0) with macro-enabled document (1) and VBScript detection (1) indicating script-based malware. Contains 4 embedded files with VBScript capabilities, Excel parent process execution detected. Revoked SSL certificate on destination URLs. High exfiltration behavior combined with document-based malware delivery mechanism confirms advanced persistent threat characteristics."
D81,Malicious,0.90,"File marked malicious (1.0) with file hash confirmed malicious (1) providing definitive threat identification. High behavioral sandbox score (0.662) with PowerShell execution detected indicating advanced attack techniques. High exfiltration behavior score (0.548) confirms data theft capabilities. Despite good authentication, confirmed malware hash overrides positive authentication signals."
D82,No Action,0.83,"Invoice verification request with clean security profile across all technical indicators. No malicious files detected, successful SPF authentication. Failed DKIM/DMARC authentication but lacks supporting malicious indicators or behaviors. Content and technical analysis suggests legitimate business communication pattern with standard invoice processing workflow."
D83,Malicious,0.85,"File marked malicious (1.0) with executable attachment detected (1) creating immediate execution risk. PowerShell parent process execution confirmed in sandbox analysis. Self-signed SSL certificate on destination URLs. The presence of executable attachment combined with suspicious parent process behavior indicates active malware deployment despite low behavioral scores."
D84,Malicious,0.91,"File malicious (1.0) with YARA rule match (1) and extremely high exfiltration behavior score (0.947) indicating sophisticated data theft malware. Multiple parent processes including regsvr32.exe confirm advanced execution techniques. Contains embedded files with high entropy suggesting advanced obfuscation. Clear indicators of advanced persistent threat with data exfiltration capabilities."
D85,Spam,0.74,"Wire transfer request with relatively clean technical profile suggests social engineering spam rather than technical malware attack. Failed SPF authentication with no executable content detected. Low threat scores across behavioral analysis. Request type indicates potential financial scam but lacks technical attack vectors characteristic of advanced threats."
D86,Warning,0.70,"Sender known malicious (1) with domain known malicious (1) but no active attack request type detected. Self-signed SSL certificate present with 4 URLs detected. Mixed signals suggest potentially compromised or suspicious sender infrastructure without current active attack payload. Warrants monitoring for potential future malicious activity."
D87,Warning,0.68,"Sender known malicious (1) with expired SSL certificate presenting infrastructure concerns. Single URL with reputation concerns but low overall threat indicators. Authentication passed but sender reputation issues suggest potentially compromised account or infrastructure. Appears to be reputation-based concern rather than active attack vector."
D88,No Action,0.79,"High sender domain reputation risk (0.872) but clean file profile across all malware analysis metrics. Failed SPF authentication but no malicious attachments or suspicious behaviors detected. Technical indicators suggest poorly configured legitimate email infrastructure rather than malicious attack attempt."
D89,Spam,0.77,"Gift card request with anomalous HTML text ratio (1.1 exceeds normal range) indicating potential content manipulation. Failed SPF with DMARC permanent error. Marketing patterns detected but gift card request type suggests social engineering spam attempt rather than legitimate marketing communication."
D90,Malicious,0.88,"File marked malicious (1.0) with high metadata suspicious score (0.842) and behavioral indicators of malware execution. Wire transfer request combined with self-signed SSL certificate and URL shortener detection (1) indicates financial fraud with technical attack vectors. Clear combination of financial motivation with malware delivery mechanism."
D91,Malicious,0.86,"File malicious (1.0) with document download request and high exfiltration behavior score (0.704) indicating data theft capability. PowerShell parent process execution detected with DMARC permanent error. Document-based malware delivery mechanism targeting user interaction to trigger payload execution with confirmed data exfiltration capabilities."
D92,No Action,0.80,"Clean profile across all malware analysis metrics with no malicious files or URLs detected. Failed authentication on some protocols but no active threats or suspicious behaviors identified. Technical and content analysis indicates legitimate communication patterns with standard business email characteristics."
D93,Warning,0.75,"Sensitive data request type with moderate reputation concerns requiring careful evaluation. Passed SPF authentication but DMARC permanent error creates partial authentication failure. No malicious files detected but sensitive data request type warrants user caution and verification procedures before responding to data requests."
D94,Malicious,0.94,"File marked malicious (1.0) with extremely high sandbox behavioral scores (0.906, 0.998) indicating active malware execution. Meeting request used for social engineering with high exfiltration behavior score (0.754). Token validation failure (1) suggests tampered or malicious links. Clear indicators of targeted attack with sophisticated evasion techniques."
D95,Malicious,0.87,"File malicious (1.0) with high exfiltration behavior score (0.970) and urgency keywords present (1) indicating time-pressure social engineering. Failed authentication protocols with financial behavioral patterns detected. Contains 5 embedded files suggesting multi-stage attack payload. Active malware with confirmed data theft and financial fraud capabilities."
D96,Warning,0.71,"Marketing keywords detected (1) with extremely high content spam score (0.689) indicating aggressive marketing or potential spam campaign. No malicious files detected but URL reputation concerns present. High temporary email likelihood suggests bulk distribution. Aggressive marketing tactics rather than technical malware but warrants monitoring."
D97,Malicious,0.90,"File marked malicious (1.0) with legal threat social engineering and exploit pattern detected (1). Extremely high exfiltration behavior score (0.912) with Outlook parent process execution. Contains 7 embedded files with failed authentication across all protocols. Scareware/extortion attempt combined with sophisticated malware payload delivery mechanism."
D98,Malicious,0.89,"File malicious (1.0) with extremely high metadata suspicious score (0.974) indicating advanced obfuscation techniques. Link click request with self-signed SSL certificate and Acrobat parent process suggests PDF-based exploit delivery. Site visual similarity score indicates brand phishing attempt combined with technical exploitation vector."
D99,No Action,0.82,"High sender domain reputation risk (0.797) but no malicious files or dangerous technical behaviors detected. Bank detail update request creates social engineering concern but lacks technical attack indicators. Requires monitoring for social engineering but no immediate technical threat detected through behavioral or file analysis."
D100,Malicious,0.88,"File marked malicious (1.0) with VPN/MFA reset credential theft attempt and high exfiltration behavior score (0.875). PowerShell parent process execution detected with 6 embedded files. Despite good authentication, confirmed malware with credential harvesting capabilities targeting multi-factor authentication systems poses significant security risk."
D100,Malicious,0.85,"File malicious (1.0) with VBScript detected (1) and embedded files (1) indicating script-based malware. VPN/MFA reset credential theft attempt with PowerShell parent process execution. High marketing spam score suggests campaign targeting but secondary to primary credential theft malware payload with confirmed execution capabilities."
D81,Malicious,0.91,"File marked malicious (1.0) with YARA rule match (1) and high sender domain reputation risk (0.869). Significant exfiltration behavior score (0.581) with expired SSL certificate and PowerShell execution detected. Advanced persistent threat indicators with confirmed data theft capabilities and sophisticated evasion techniques."
D82,No Action,0.77,"Invoice verification request with clean technical profile across all malware analysis metrics. No malicious files detected with failed authentication but no active threats identified. Content analysis and behavioral patterns suggest legitimate business communication for standard invoice processing procedures."
D83,Malicious,0.86,"File marked malicious (1.0) with high metadata suspicious score (0.326) and extremely high exfiltration behavior score (0.954). PowerShell parent process execution with reply path reputation risk (0.703). Contains embedded files with confirmed data theft malware capabilities and sophisticated attack vector deployment."
D84,Malicious,0.83,"File malicious (1.0) with embedded files (1) and return path severe reputation risk (0.802). Multiple suspicious parent processes including regsvr32.exe indicating advanced execution techniques. Despite relatively low behavioral scores, parent process behavior patterns confirm active exploitation attempt with confirmed malware deployment."
D85,Spam,0.76,"Wire transfer request with moderate sender reputation risk (0.244) but no malicious files detected. Good authentication except DKIM failure. Technical analysis suggests social engineering spam targeting financial fraud rather than technical malware attack. Request type indicates potential scam but lacks advanced technical attack vectors."
D86,No Action,0.81,"Clean security profile with good SPF authentication and single URL with very low reputation risk. No suspicious behaviors or concerning request types detected. Technical and content analysis indicates legitimate communication with standard business email characteristics and proper authentication protocols."
D87,No Action,0.78,"Failed authentication protocols but no malicious content detected across all analysis metrics. Very low threat scores across all behavioral and file analysis indicators. Technical evaluation suggests poor email configuration rather than malicious attack attempt with standard communication patterns."
D88,No Action,0.79,"Self-signed SSL certificate present but no malicious files or dangerous behaviors detected. Contains 3 URLs but with low reputation risks across all destinations. Technical analysis indicates configuration issues rather than security threats with legitimate communication patterns."
D89,Warning,0.73,"Return path known malicious (1) with gift card request and bulk message indicator (1). Marketing keywords detected (1) with high sender reputation risk (0.665). Technical indicators suggest gift card social engineering spam campaign with compromised infrastructure. Warrants user caution for potential social engineering attempt."
D90,Malicious,0.84,"File definitively marked malicious (1.0) with malicious attachment count (1) and wire transfer request indicating financial fraud motivation. Despite relatively low behavioral scores, confirmed malicious file combined with financial fraud request type creates significant threat requiring immediate isolation and investigation."
D91,Malicious,0.92,"File marked malicious (1.0) with high metadata suspicious score (0.684) and sandbox behavioral scores indicating active exploitation (0.373, 0.385). Exfiltration behavior score (0.739) with document download request and image-only email (1) suggesting evasion techniques. Clear sophisticated malware delivery with confirmed data theft capabilities."
