Data ID,Classification,Confidence Score,Detailed Justification
D97,Malicious,0.94,"High-risk malicious email: total IOCs (8) indicating significant compromise, extremely high behavioral sandbox score (0.6786), high AMSI suspicion (0.3274), high exfiltration behavior (0.2779), process execution via outlook.exe, legal threat request (social engineering), urgency targeting (1.0), authentication failures (SPF fail, DMARC fail), expired certificate, high content spam score (0.2943). Legal threat social engineering with multiple IOC matches."
D98,Malicious,0.95,"Confirmed high-risk malicious threat: malicious attachment count (1), total IOCs (2), extremely high behavioral sandbox score (0.6525), very high AMSI suspicion (0.7693), high exfiltration behavior (0.3062), any exploit pattern detected (1), process execution via acrobat.exe, link click request, urgency targeting (1.0), authentication failures (SPF fail), high content spam score (0.2070). PDF-based malware with active exploits and malicious attachments."
D99,No Action,0.88,"Low-risk business communication: minimal sender reputation concerns (0.0002), bank detail update request requires verification but other signals clean, no attachment threats, minimal behavioral risks, good authentication (SPF pass), good URL reputation (0.0390), high URL rendering behavior (0.9402) suggests legitimate redirect, very low content spam score (3.68e-12). Standard business process requiring verification."
D100,Malicious,0.89,"High-risk malicious email: DMARC enforced (1) provides some protection but metadata suspicious score (0.0007), behavioral sandbox activity (0.0709), high exfiltration behavior (0.5777), process execution (winword.exe, powershell.exe), VPN/MFA reset request (credential harvesting), urgency targeting (0.5), self-signed certificate, high URL rendering behavior (0.8336). Credential harvesting attack despite some authentication protections."
D100,Malicious,0.94,"Confirmed high-risk malicious email: extremely high metadata suspicious score (0.8764), high exfiltration behavior (0.9197), any exploit pattern detected (2), process execution (winword.exe, powershell.exe), VPN/MFA reset request, urgency targeting (1.0), authentication failures (SPF softfail, DKIM fail, DMARC temperror), high content spam score (0.9124). Advanced credential harvesting with multiple exploit patterns."
D81,Malicious,0.92,"High-risk malicious email: any file hash malicious (1) confirms known threat, significant metadata suspicious score (0.4245), YARA match (1), high exfiltration behavior (0.8216), process execution (winword.exe, powershell.exe), urgency targeting (1.0), revoked certificate indicates compromised infrastructure, extremely low URL reputation (5.15e-09), moderate content spam score (0.1220). Known malware with compromised certificates."
D82,Warning,0.77,"Warning classification: return path known malicious (1) primary concern, minimal sender reputation issues (1.17e-09), invoice verification request, no attachment threats, clean behavioral analysis, authentication failures (SPF/DKIM fail, DMARC temperror), self-signed certificate, minimal URL reputation concerns (0.0126). Compromised return path requiring caution but no active payload."
D83,Malicious,0.88,"High-risk malicious email: sender known malicious (1), unscannable attachment present (1) prevents full analysis, significant metadata suspicious score (0.4013), behavioral sandbox activity (0.1953), high exfiltration behavior (0.1932), process execution (winword.exe, powershell.exe), urgency targeting (1.0), authentication failures (DKIM fail), extremely low URL reputation (8.79e-10), high URL rendering behavior (0.7352). Known malicious sender with unscannable attachments."
D84,Malicious,0.90,"Confirmed malicious threat: VBScript/JavaScript detected (1), return path known malicious (1), high AMSI suspicion (0.5371), high exfiltration behavior (0.2126), process execution (winword.exe, powershell.exe, regsvr32.exe), urgency targeting (1.0), authentication failures (DKIM fail), minimal URL reputation (0.0016), high URL rendering behavior (0.6580). Script-based malware with compromised return path."
D85,Warning,0.79,"Warning classification: high sender domain reputation (0.5236), DMARC enforced (1) provides protection, wire transfer request (BEC risk), authentication failures (DKIM/DMARC fail), good URL reputation (0.5862), high URL rendering behavior (0.9269). Strong domain reputation and DMARC protection suggest legitimate sender but request type requires verification."
D86,Warning,0.82,"Warning classification: very high sender domain reputation (0.6241), sender spoof detected (1) primary concern, no attachment threats, clean behavioral analysis, authentication failures (SPF/DKIM fail), good URL reputation (0.2786), multiple URLs (2) with extremely low rendering behavior (1.65e-09). High reputation domain with spoofing attempt suggests compromise."
D87,Warning,0.83,"Warning classification: expired certificate primary concern, no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF/DKIM fail, DMARC pass), extremely low URL reputation (1.28e-08), minimal site visual similarity (0.0131). Infrastructure expiration suggests neglect rather than active attack but requires caution."
D88,No Action,0.86,"Low-risk business communication: high sender domain reputation (0.8765), DMARC enforced (1) with good authentication (SPF pass, DMARC pass), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good URL reputation (0.0979), moderate site visual similarity (0.1563). Well-authenticated business communication with strong security posture."
D89,Spam,0.81,"Spam classification: gift card request type, urgency targeting (0.5), user marked as spam before (1), high content spam score (0.3801), self-signed certificate, minimal URL reputation (0.0007), high URL rendering behavior (0.5905). User feedback and content analysis confirm spam rather than malicious threat."
D90,Malicious,0.93,"High-risk malicious email: any exploit pattern detected (1), extremely high behavioral sandbox score (6.99e-16) suggests evasion, high AMSI suspicion (0.6479), wire transfer request (BEC), high reply path reputation concerns (0.5456), high SMTP IP reputation issues (0.0344), extremely low content spam score but high threat indicators, high site visual similarity (0.9267). Advanced BEC attack with exploit patterns."
D91,Malicious,0.95,"Confirmed high-risk malicious threat: extremely high behavioral sandbox score (0.8589), high metadata suspicious score (0.2352), high exfiltration behavior (0.2575), process execution via winword.exe, document download request, urgency targeting (1.0), marketing keywords (1), self-signed certificate, multiple URL redirects (3), high site visual similarity (0.0041). Sophisticated document-based malware with behavioral evasion."
D92,No Action,0.88,"Low-risk business communication: moderate sender domain reputation (0.0943), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF pass, DMARC pass), extremely low URL reputation (3.70e-06), moderate site visual similarity (0.1063), high content spam score (0.7137) but other signals suggest legitimate business communication with marketing content."
D93,No Action,0.84,"Legitimate business email: moderate sender domain reputation (0.1696), sensitive data request requires verification, no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF fail) but good URL reputation (2.73e-06), high site visual similarity (0.7043), moderate content spam score (0.1162). Standard business process with minor authentication issues."
D94,Malicious,0.96,"High-risk malicious email: sender known malicious (1), DMARC enforced (1) but significant metadata suspicious score (0.6001), YARA match (1), high exfiltration behavior (0.7352), extensive sandbox execution time (99.64s), process execution via winword.exe, meeting request (social engineering), urgency targeting (1.0), user marked as spam (1), high SMTP IP reputation concerns (0.9160). Known malicious sender with extensive behavioral analysis."
D95,Malicious,0.91,"Confirmed malicious threat: macro-enabled document (1), return path mismatch (1), high reply path reputation concerns (0.3083), high SMTP IP reputation issues (0.0188), high exfiltration behavior (0.3254), process execution via winword.exe, urgency targeting (1.0), authentication failures (SPF fail), high site visual similarity (0.3002). Macro-based attack with infrastructure compromise."
D96,No Action,0.85,"Low-risk business communication: minimal sender reputation concerns (0.0129), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF/DKIM pass), expired certificate concern but minimal URL reputation (0.0008), high site visual similarity (0.3012) suggests branded content. Standard business communication with expired certificate."
D97,Malicious,0.89,"High-risk malicious email: high behavioral sandbox activity (5.55e-05), very high AMSI suspicion (0.9204), high exfiltration behavior (0.4393), process execution via outlook.exe, legal threat request (social engineering), high return path reputation concerns (0.7248), expired certificate, minimal URL reputation (0.0027). Legal threat attack with high AMSI detection."
D98,Malicious,0.92,"Confirmed malicious threat: high metadata suspicious score (0.0724), high exfiltration behavior (0.7218), process execution via acrobat.exe, link click request, urgency targeting (1.0), high SMTP IP reputation concerns (0.6487), authentication failures (DMARC fail), extremely low URL reputation (6.96e-09). PDF-based attack with high exfiltration behavior."
D99,No Action,0.87,"Low-risk business communication: moderate sender domain reputation (0.1936), bank detail update request requires verification, no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF fail) but minimal URL reputation (0.0001), moderate URL rendering behavior (0.1179), low content spam score (0.0284). Standard business process requiring verification."
D100,Malicious,0.90,"High-risk malicious email: total IOCs (8) indicating significant compromise, high metadata suspicious score (0.0499), high exfiltration behavior (0.7038), process execution (winword.exe, powershell.exe), VPN/MFA reset request (credential harvesting), urgency targeting (1.0), high SMTP IP reputation concerns (0.3742), certificate mismatch, high site visual similarity (0.5785). Credential harvesting with multiple IOC matches."
D73,Warning,0.79,"Warning classification: urgent callback request type (social engineering), urgency targeting (1.0), high SMTP IP reputation concerns (0.4179), no attachment threats, clean behavioral analysis, good authentication (SPF/DMARC pass), minimal URL reputation (0.0012), moderate URL rendering behavior (0.1138). Social engineering attempt but no active malicious payload."
D74,Malicious,0.87,"High-risk malicious email: significant metadata suspicious score (0.1089), high behavioral sandbox activity (1.00e-06), high AMSI suspicion (0.2399), high exfiltration behavior (0.7203), process execution via winword.exe, significant sandbox execution time (4.24s), good URL reputation (0.3570) but high content spam score (0.9282). Document-based malware with high spam characteristics."
D75,No Action,0.86,"Low-risk business communication: minimal sender reputation concerns (3.95e-06), link click request, high return path reputation (0.5144), high SMTP IP reputation concerns (0.3551) but urgency targeting (1.0), good authentication (SPF pass, DKIM fail), multiple URLs (4) with excellent reputation (2.33e-13), high site visual similarity (0.3370). Link-based business communication with good URL reputation."
D76,Malicious,0.91,"High-risk malicious email: extremely high metadata suspicious score (0.7156), any exploit pattern detected (1), high exfiltration behavior (0.7766), process execution (excel.exe, cmd.exe, powershell.exe), high return path reputation concerns (0.1724), high reply path reputation issues (0.6698), urgency targeting (1.0), authentication failures (DMARC permerror), high site visual similarity (0.2951). Excel-based malware with multiple process execution."
D77,Malicious,0.88,"Confirmed malicious threat: sender known malicious (1), any exploit pattern detected (1), high behavioral sandbox score (0.2252), very high exfiltration behavior (0.9899), process execution via winword.exe, wire transfer request (BEC), urgency targeting (1.0), high SMTP IP reputation concerns (0.3305), high content spam score (0.3900), high site visual similarity (0.7240). Known malicious sender with BEC attempt."
D78,Warning,0.81,"Warning classification: high temp email likelihood (0.6305), wire transfer request (BEC risk), high SMTP IP reputation concerns (0.4091), authentication failures (SPF/DKIM fail, DMARC temperror), minimal URL reputation (1.56e-05), high URL rendering behavior (0.2211). Temporary email with financial request requires verification but no active malicious payload."
D79,Malicious,0.93,"High-risk malicious email: extremely high metadata suspicious score (0.9278), any exploit pattern detected (4), high exfiltration behavior (0.5243), process execution (winword.exe, powershell.exe, regsvr32.exe), gift card request type, urgency targeting (1.0), self-signed certificate, extremely low URL reputation (6.61e-12). Advanced malware with multiple exploit patterns."
D80,Malicious,0.96,"Confirmed high-risk malicious threat: extremely high behavioral sandbox score (0.5776), very high AMSI suspicion (0.7021), high exfiltration behavior (0.4254), extensive sandbox execution time (114.02s), process execution via excel.exe, high SMTP IP geo risk (0.7964), extremely low content spam score but high threat indicators, extremely low URL reputation (4.30e-15). Sophisticated Excel-based malware with extensive behavioral analysis."
D81,Malicious,0.89,"High-risk malicious email: high behavioral sandbox activity (2.18e-09), very high AMSI suspicion (0.6392), high exfiltration behavior (0.1152), any exploit pattern detected (2), process execution (winword.exe, powershell.exe), high return path reputation concerns (0.8524), high SMTP IP reputation issues (0.0439), any network call on open (1), urgency targeting (0.5). Multi-vector attack with network callbacks."
D82,No Action,0.87,"Low-risk business communication: minimal sender reputation concerns (0.0002), invoice verification request (legitimate business), no attachment threats, clean behavioral analysis, high return path reputation (0.8461), good authentication (SPF pass), good URL reputation (0.2203), moderate site visual similarity (1.88e-08). Standard business communication with good security posture."
D83,Malicious,0.94,"High-risk malicious email: significant metadata suspicious score (0.4640), YARA matches (2), ActiveX objects detected (1), extremely high exfiltration behavior (0.9989), process execution (winword.exe, powershell.exe), high SMTP IP reputation concerns (0.7730), url_decoded_spoof_detected (1), high URL rendering behavior (0.4428). ActiveX-based malware with URL spoofing and high exfiltration."
D84,Malicious,0.93,"Confirmed high-risk malicious threat: extremely high exfiltration behavior (0.9562), process execution (winword.exe, powershell.exe, regsvr32.exe), high SMTP IP reputation concerns (0.1122), final_url_known_malicious (1), urgency targeting (1.0), self-signed certificate, minimal URL reputation (0.0333). Multi-vector attack with confirmed malicious URLs and high exfiltration behavior."
