Data ID,Classification,Confidence Score,Detailed Justification
D312,Warning,0.70,Invoice verification with domain known malicious flag set. While behavioral scores are minimal the malicious domain combined with authentication failures (SPF softfail DKIM fail DMARC temperror) and invoice request type suggest potential invoice fraud attempt requiring verification.
D313,Warning,0.80,DMARC enforced with return path mismatch raising spoofing concerns. PowerShell execution detected with low but present behavioral risks. While scores are low the authentication mismatches and script execution warrant careful monitoring.
D314,Warning,0.70,Moderate sender reputation (0.237) with PowerShell and regsvr32 execution chains. Low behavioral scores but high SMTP ASN reputation concerns (0.482). Authentication failures (SPF softfail DMARC fail) suggest potential reconnaissance activity.
D315,Spam,0.85,Wire transfer request with extremely high temp email likelihood (0.518) and poor return path reputation (0.388). Domain known malicious with failing SPF. Clear spam/scam attempt for financial fraud without technical malware presence.
D316,Warning,0.70,Extremely high temp email likelihood (0.789) with high SMTP geo risk (0.726) raises significant concerns. While behavioral scores are clean and authentication passes the temporary email pattern with high site visual similarity (0.427) suggests potential brand impersonation attempt.
D317,No Action,0.85,Bank detail update request with good overall profile. High return path reputation concern (0.726) but self-signed certificate appears intentional. Clean behavioral indicators and passing SPF suggest legitimate but poorly configured business email.
D318,No Action,0.90,Excellent profile with near-zero risk scores across all metrics. High content spam score (0.257) but offset by clean technical indicators. High URL rendering behavior score (0.716) suggests legitimate dynamic content rather than malicious behavior.
D319,Spam,0.80,Gift card request with reply path difference indicating scam attempt. Self-signed certificate and moderate SMTP reputation concerns. While no malware detected the social engineering pattern and authentication issues confirm spam/scam classification.
D320,Malicious,0.95,Wire transfer BEC with executable attachment and network call behavior detected. High exfiltration score (0.428) with failing SPF/DMARC. Very high URL reputation risk (0.463) and content spam score (0.329) confirm sophisticated fraud attempt.
D321,Malicious,0.98,Extreme threat with maximum metadata suspicious score (0.997) and very high exfiltration behavior (0.889). Document download request with near-maximum URL reputation risk (0.915). High content indicators confirm advanced malware delivery attempt.
D322,Spam,0.70,Known malicious sender with 4 URLs but minimal other threats. High SMTP reputation concerns (0.858) and content spam score (0.399). Authentication failures suggest bulk spam campaign rather than targeted attack.
D323,Warning,0.75,Sensitive data request with complete authentication failure (SPF/DKIM/DMARC fail). High content spam score (0.466) suggests phishing attempt. While no malware present the request type and authentication failures warrant user awareness training.
D324,Malicious,0.92,Meeting request with maximum SMTP IP malicious flag and very high reply path reputation risk (0.809). Self-signed certificate with high exfiltration behavior (0.597) and spam content (0.481). Sophisticated spoofing attack confirmed.
D325,Warning,0.80,Failed all authentication checks with behavioral sandbox score (0.197). Outdated SSL protocol and low but concerning behavioral indicators. While not definitively malicious the complete authentication failure warrants enhanced scrutiny.
D326,No Action,0.85,Clean profile despite high return path reputation concern (0.481). Very low risk scores and passing SPF with permerror DKIM. High URL reputation concern (0.557) but no behavioral indicators suggest monitoring only.
D327,Malicious,0.88,Legal threat with exploit pattern detected and return path known malicious. Despite moderate scores the exploit detection combined with failed DMARC and legal threat social engineering confirms malicious intent requiring immediate action.
D328,Malicious,0.95,Link click attack with YARA rule match and executable attachment. Extremely high temp email likelihood (0.918) with high exfiltration behavior (0.670). Self-signed certificate and very high spam content (0.781) confirm advanced phishing.
D329,Warning,0.75,Bank detail update with good sender reputation (0.528) but failed authentication. High URL rendering behavior score (0.907) suggests suspicious dynamic content. Sensitive request type requires manual verification despite no malware.
D330,Malicious,0.98,VPN/MFA reset with extreme behavioral sandbox score (0.938) and maximum exfiltration behavior (0.954). PowerShell execution with HTML text ratio anomaly. Critical credential theft attempt requiring immediate incident response.
D331,Malicious,0.96,VPN/MFA reset with 5 malicious attachments and high AMSI score (0.553). PowerShell execution with extreme exfiltration risk (0.652). Failed SPF and high content spam score (0.323) confirm active targeted attack.
D332,Warning,0.80,PowerShell execution with embedded files showing moderate risks. High SMTP reputation concerns (0.324) but passing authentication. Behavioral indicators present but not reaching malicious thresholds - requires close monitoring.
D333,Spam,0.75,Invoice verification with return path difference and extremely high reputation risk (0.859). Failed SPF/DMARC with high SMTP geo risk (0.545). Sender legitimacy issues indicate spam/phishing rather than legitimate invoice.
D334,Malicious,0.85,Network call behavior detected with high exfiltration score (0.737). Poor return path reputation (0.658) with PowerShell execution. Failed SPF and behavioral indicators confirm malicious intent despite no direct malware files.
D335,Malicious,0.92,Multi-stage attack with PowerShell/regsvr32 execution and high temp email likelihood (0.459). Extreme exfiltration behavior (0.790) and maximum spam content (0.908). Failed authentication across all checks confirms sophisticated attack.
D336,Warning,0.70,Wire transfer with excellent sender reputation (0.705) but sensitive request type. Low technical risks but moderate return path concerns. No malware but financial request requires secondary verification channel.
D337,No Action,0.90,Exceptionally clean profile with near-zero risk scores. Excellent authentication and no behavioral concerns. Safe for standard delivery without restrictions.
D338,Spam,0.80,Moderate sender reputation (0.415) with malicious QR code detected. Poor return path reputation suggests spam campaign with malicious QR phishing element. Block QR code and classify as spam.
D339,Spam,0.80,Very high content spam score (0.830) with unsubscribe link present indicates bulk commercial email. While authentication passes and no malware detected the high spam score combined with URL reputation concerns (0.497) suggests unsolicited commercial email requiring spam classification.
D340,Spam,0.75,Gift card request with failed SPF and moderate indicators. While no malware detected the social engineering pattern with authentication failures indicates spam/scam attempt rather than legitimate request.
D341,Malicious,0.95,Wire transfer fraud with malicious file hash detected and 5 malicious attachments. Network call behavior with extreme exfiltration score (0.938). Self-signed certificate confirms BEC attack with active malware payload.
D342,Malicious,0.98,Document download with 3 IOC matches and extreme behavioral sandbox score (0.727). Executable attachment with maximum exfiltration behavior (0.895). High temp email likelihood (0.695) confirms advanced persistent threat.
D343,Spam,0.75,Domain known malicious flag with image only email pattern typical of spam. While behavioral scores are clean the malicious domain combined with bulk message indicator and image-only content suggests spam campaign. Return path reputation very high (0.949) indicates compromised sender.
D344,Spam,0.70,Sensitive data request with domain known malicious flag. High content spam score (0.489) with temp email patterns. No malware but social engineering for data harvesting attempt.
D345,Warning,0.80,Meeting request with return path known malicious and reply path known malicious. Expired SSL certificate raises infrastructure concerns. Despite clean behavioral scores the malicious path indicators warrant verification.
D346,Malicious,0.90,Contains 2 YARA rule matches with high metadata suspicious score (0.448). Multiple embedded files with extreme exfiltration behavior (0.856). URL shortener detected for evasion. Confirmed malware delivery attempt.
D347,No Action,0.85,Good sender reputation (0.601) with minimal risk indicators. While 2 URLs present all validated safe. High SMTP geo risk (0.635) but clean behavioral profile indicates legitimate communication.
D348,Malicious,0.95,Legal threat with extreme temp email likelihood (0.868) and high metadata suspicious score (0.600). Self-signed certificate with high exfiltration behavior (0.716). Sophisticated social engineering with technical threat indicators.
D349,Malicious,0.92,Link click with 4 YARA rule matches and DMARC enforcement. High metadata suspicious score (0.526) with SSL mismatch. Despite link rewrite protection the YARA matches confirm phishing with evasion techniques.
D350,Spam,0.80,Bank detail update with extreme return path reputation risk (0.840). Failed DKIM and high site visual similarity (0.989) suggests brand impersonation. Social engineering for financial fraud without technical malware.
