Data ID,Classification,Confidence Score,Detailed Justification
D234,Malicious,0.94,"Very high confidence malicious with sender flagged (1.0), very high metadata suspicious score (0.59), extremely high behavioral sandbox score (0.91), legal threat request type, embedded files (6), self-signed SSL certificate."
D235,Malicious,0.88,"Strong malicious indicators with sender flagged (1.0), reply path known malicious, expired SSL certificate, urgency keywords present, link click request type, high URL reputation concern (0.31), high site visual similarity (0.62)."
D236,Warning,0.70,"Moderate risk due to bank detail update request, high temporary email likelihood (0.11), moderate site visual similarity scores. Authentication successful but request type warrants monitoring."
D237,Malicious,0.87,"High-risk classification with sender flagged (1.0), high metadata suspicious score (0.10), VPN/MFA reset request, process execution detected including powershell.exe, high urgency content (0.09)."
D238,Malicious,0.89,"Strong malicious classification with sender flagged (1.0), very high temporary email likelihood (0.68), network call on open detected, VPN/MFA reset request, embedded files (3), revoked SSL certificate."
D239,Malicious,0.95,"Extremely high confidence malicious with sender flagged (1.0), sender spoof detected, very high metadata suspicious score (0.20), malicious attachment count (6), unscannable attachment, YARA matches (5), high behavioral scores."
D240,Warning,0.69,"Moderate concern due to invoice verification request type, high temporary email likelihood (0.38), moderate SMTP reputation issues (0.10). Authentication partially successful but request pattern warrants monitoring."
D241,Malicious,0.90,"High-confidence malicious with sender flagged (1.0), DMARC enforcement, high exfiltration behavior score (0.77), embedded files detected, process execution including powershell.exe, unsubscribe link suggests phishing template."
D242,Malicious,0.92,"Very high confidence malicious with sender flagged (1.0), unscannable attachment, YARA matches (4), high exfiltration behavior score (0.48), process execution including regsvr32.exe, high site visual similarity (0.38)."
D243,Warning,0.74,"Elevated risk due to wire transfer request type, high sender domain reputation concern (0.16), high SMTP reputation issues (0.29). Authentication partially successful but financial request pattern concerning."
D244,No Action,0.85,"Low risk profile with good authentication patterns and minimal direct threat indicators. All behavioral and attachment scores are minimal, valid SSL certificate, normal email characteristics."
D245,No Action,0.78,"Low-moderate risk with good authentication (SPF pass, DKIM policy, DMARC pass) and minimal suspicious indicators. Moderate domain reputation and urgency content (0.34) but insufficient for higher classification."
D246,No Action,0.80,"Low risk email with minimal suspicious indicators and good authentication patterns. All behavioral scores are minimal, valid SSL certificate, normal email characteristics indicate legitimate communication."
D247,Warning,0.67,"Moderate concern due to DMARC enforcement, gift card request type, high-risk role targeting, urgency keywords present. Authentication mixed (SPF softfail) but suspicious request pattern warrants monitoring."
D248,Malicious,0.91,"High-confidence malicious with sender flagged (1.0), DMARC enforcement, reply path known malicious, wire transfer request type, embedded files (4), high urgency content (0.44), link rewritten through redirector detected."
D249,Malicious,0.88,"Strong malicious classification with sender flagged (1.0), high metadata suspicious score (0.19), YARA matches (5), document download request, embedded files (6), high urgency content (0.22), high site visual similarity (0.42)."
D250,Spam,0.73,"High spam classification due to very high temporary email likelihood (0.95), high urgency content (0.87), final URL malicious flag detected, self-signed SSL certificate. Bulk distribution indicators with low threat sophistication suggest spam rather than targeted attack."
