Data ID,Classification,Confidence Score,Detailed Justification
D91,Malicious,0.89,"File marked malicious (1.0) with extremely high behavioral sandbox score (0.737), high AMSI suspicion score (0.437), and exploit pattern detected (1). Document download request with winword.exe parent process. High site visual similarity (0.434) suggests brand phishing with malware payload."
D92,Warning,0.72,"High-risk role targeted (1) with extremely high SMTP IP geo risk (0.682) and revoked SSL certificate. High return path reputation risk (0.225) but no malicious files detected. Infrastructure concerns with certificate issues warrant monitoring."
D93,Warning,0.74,"Sensitive data request with high-risk role targeted (1), high SMTP IP geo risk (0.639), and self-signed SSL certificate. Extremely high site visual similarity (0.967) suggests brand phishing attempt. No malicious files but sensitive data request requires user verification."
D94,Malicious,0.88,"File marked malicious (1.0) with embedded files (3), meeting request social engineering, and extremely high exfiltration behavior (0.730). High-risk role targeted with winword.exe parent process. High behavioral sandbox score (0.045) with confirmed malware execution capabilities."
D95,Malicious,0.87,"File marked malicious (1.0) with IOC count (1), high behavioral sandbox score (0.387), and extremely high AMSI suspicion score (0.516). Contains 7 embedded files with winword.exe parent process. High exfiltration behavior (0.517) with confirmed data theft capabilities."
D96,No Action,0.80,"Clean security profile with high-risk role targeted (1) and good SPF/DKIM authentication. Contains 2 URLs but expired SSL certificate and no malicious files detected. Technical indicators suggest legitimate communication with certificate configuration issues."
D97,Malicious,0.93,"File marked malicious (1.0) with IOC count (5), legal threat social engineering, and extremely high behavioral sandbox score (0.715). High AMSI suspicion score (0.410) with outlook.exe parent process. Legal threat scareware with confirmed malware payload and sophisticated execution."
D98,Malicious,0.89,"File marked malicious (1.0) with exploit pattern detected (1), embedded files (1), and link click request. High exfiltration behavior (0.620) with acrobat.exe parent process. Final URL known malicious (1) with high-risk role targeted. PDF-based exploit with confirmed data theft."
D99,Warning,0.76,"Bank detail update request with return path known malicious (1) and high-risk role targeted (1). Contains 2 URLs with extremely high site visual similarity (0.827). No malicious files but banking request from compromised infrastructure requires verification."
D100,Malicious,0.88,"File marked malicious (1.0) with DNS morphing detected (1), VPN/MFA reset credential theft attempt, and high-risk role targeted (1). High sandbox execution time (0.013) with PowerShell parent processes. Contains 3 URLs with credential harvesting targeting MFA systems."
D100,Malicious,0.90,"File marked malicious (1.0) with executable attachment present (1), high metadata score (0.543), and VPN/MFA reset request. High behavioral sandbox score (0.209) with PowerShell parent processes. High exfiltration behavior (0.364) with confirmed credential theft capabilities."
D81,Malicious,0.91,"File marked malicious (1.0) with malicious attachment count (7), extremely high AMSI suspicion score (0.800), and embedded files (1). Multiple parent processes including PowerShell execution. High exfiltration behavior (0.859) with extremely high sender name similarity to VIP (0.461)."
D82,Warning,0.72,"Invoice verification request with high temporary email likelihood (0.457), unsubscribe link present (1), and high-risk role targeted (1). Failed authentication protocols but no malicious files. Contains single URL with invoice-themed social engineering characteristics."
D83,Malicious,0.94,"File marked malicious (1.0) with DMARC enforced (1), extremely high metadata score (0.802), and extremely high sender name similarity to VIP (0.663). High exfiltration behavior (0.298) with multiple parent processes. Self-signed SSL certificate with sophisticated executive impersonation."
D84,Malicious,0.92,"File marked malicious (1.0) with executable attachment present (1), high metadata score (0.129), and high AMSI suspicion score (0.324). Multiple parent processes including regsvr32.exe. Domain known malicious (1) with extremely high SMTP IP reputation risk (0.986)."
D85,Warning,0.74,"Wire transfer request with high return path reputation risk (0.781) and extremely high site visual similarity (0.769). High-risk role targeted (1) but no malicious files detected. Contains 2 URLs with wire transfer social engineering requiring verification."
D86,No Action,0.79,"Clean security profile with good SPF authentication but failed DKIM/DMARC. High SMTP IP geo risk (0.909) but no malicious files or dangerous behaviors detected. Technical indicators suggest legitimate communication with infrastructure configuration issues."
D87,No Action,0.77,"Clean file profile with contains 3 URLs and anomalous HTML ratio (1.1). Contains 2 URLs but no authentication results and failed DKIM/DMARC. No malicious files or dangerous behaviors detected despite infrastructure concerns."
D88,No Action,0.78,"Clean security profile with failed SPF authentication but good DKIM and failed DMARC. Self-signed SSL certificate but no malicious files or dangerous behaviors. High return path reputation risk (0.691) but lacks supporting malicious indicators."
D89,Warning,0.74,"Gift card request with high-risk role targeted (1), extremely high sender name similarity to VIP (0.697), and bulk message indicator (1). Good SPF authentication but no DKIM/DMARC results. Gift card social engineering with VIP impersonation requires verification."
D90,Malicious,0.90,"File marked malicious (1.0) with high metadata score (0.585), wire transfer request, and high exfiltration behavior (0.283). Contains 7 embedded files with winword.exe parent process. High-risk role targeted (1) with confirmed financial fraud malware."
D91,Malicious,0.91,"File marked malicious (1.0) with extremely high metadata score (0.934), high behavioral sandbox score (0.713), and document download request. High exfiltration behavior (0.384) with winword.exe parent process. SSL certificate mismatch with sophisticated malware delivery."
D92,No Action,0.80,"Clean security profile with good authentication protocols and no malicious files detected. Contains 2 URLs but minimal reputation risks. Technical indicators suggest legitimate communication with standard business email characteristics."
D93,Warning,0.74,"Sensitive data request with high-risk role targeted (1) and high return path reputation risk (0.202). Failed SPF authentication with DMARC temporary error. Contains 2 URLs but no malicious files. Sensitive data request requires user verification."
D94,Malicious,0.90,"File marked malicious (1.0) with IOC count (6), meeting request social engineering, and high-risk role targeted (1). High temporary email likelihood (0.401) with winword.exe parent process. Contains 4 URLs with self-signed SSL certificate and sophisticated attack indicators."
D95,Malicious,0.87,"File marked malicious (1.0) with high metadata score (0.040) and contains 7 embedded files with winword.exe parent process. High-risk role targeted (1) with high exfiltration behavior (0.063). Good authentication but confirmed malware with data theft capabilities."
D96,No Action,0.80,"Clean security profile with good SPF/DKIM authentication but failed DMARC. Contains 2 URLs with expired SSL certificate but no malicious files or dangerous behaviors detected. Technical configuration issues rather than active threats."
D97,Malicious,0.91,"File marked malicious (1.0) with legal threat social engineering, extremely high sender name similarity to VIP (0.592), and high exfiltration behavior (0.770). Outlook parent process with high-risk role targeted (1). Legal threat scareware with confirmed malware payload."
D98,Malicious,0.89,"File marked malicious (1.0) with sender spoofing detected (1), high metadata score (0.468), and link click request. High content spam score (0.706) with acrobat.exe parent process. Extremely high URL rendering behavior (0.820) indicates PDF-based attack with spoofing."
D99,Warning,0.76,"Bank detail update request with domain known malicious (1) and high-risk role targeted (1). High sender domain reputation risk (0.505) but good SPF/DKIM authentication. Banking request from known malicious domain requires immediate verification."
D100,Malicious,0.88,"File marked malicious (1.0) with unscannable attachment present (1), VPN/MFA reset credential theft attempt, and high exfiltration behavior (0.663). Multiple parent processes including PowerShell execution. Contains 7 embedded files with credential harvesting capabilities."
D73,Warning,0.72,"Urgent callback request with high-risk role targeted and good SPF authentication but failed DMARC. Extremely high URL reputation (0.377) but no malicious files detected. Urgent callback social engineering tactics warrant user caution."
D74,Malicious,0.89,"File marked malicious (1.0) with extremely high metadata score (0.762), high-risk role targeted (1), and extremely high sender name similarity to VIP (0.894). Contains 4 embedded files with winword.exe parent process. Expired SSL certificate with sophisticated executive impersonation malware."
D75,Warning,0.72,"Link click request with high-risk role targeted (1), extremely high sender name similarity to VIP (0.138), and failed authentication protocols. No malicious files but link click request with VIP impersonation characteristics requires verification."
D76,Malicious,0.88,"File marked malicious (1.0) with any file hash malicious (1), ActiveX objects detected (1), and embedded files (1). Multiple parent processes including PowerShell and cmd.exe. High-risk role targeted (1) with extremely high URL rendering behavior (0.979) indicating sophisticated multi-vector attack."
D77,Malicious,0.87,"File marked malicious (1.0) with any file hash malicious (1), wire transfer request, and extremely high exfiltration behavior (0.870). High sender domain reputation risk (0.586) with winword.exe parent process. Self-signed SSL certificate with confirmed financial fraud malware."
