Data ID,Classification,Confidence Score,Detailed Justification
D84,Malicious,0.96,"Email demonstrates critical malicious behavior: sender_known_malicious flag (1.0) confirms threat actor; extremely high max_metadata_suspicious_score (0.966) indicates heavily weaponized attachments; macro-enabled document (1) with multiple process executions (winword.exe/powershell.exe/regsvr32.exe) confirms advanced malware; very high behavioral sandbox score (0.364) and exfiltration score (0.425) indicate sophisticated data theft requiring immediate blocking."
D85,Warning,0.78,"Email shows mixed indicators requiring monitoring: sender_known_malicious flag in File? field (1) suggests potential detection; URL count (8) indicates multiple links which may be suspicious; wire_transfer request type commonly used in fraud; high site visual similarity (0.244) suggests potential brand impersonation; failed DKIM authentication raises concerns but insufficient definitive evidence for immediate blocking."
D86,No Action,0.72,"Email presents acceptable risk profile: moderate sender domain reputation (0.230) within normal range; no malicious attachments or behavioral indicators; no suspicious processes detected; passed SPF authentication validates sender; URL count (4) noted but within normal parameters; suitable for delivery with standard monitoring."
D87,No Action,0.80,"Email shows minimal security concerns: extremely low sender domain reputation (4.02e-09) excellent; no malicious attachments or suspicious behavioral patterns; no processes or metadata concerns; failed SPF authentication noted but other indicators support legitimacy; self-signed SSL certificate within acceptable risk parameters; suitable for delivery with routine monitoring."
D88,Warning,0.73,"Email requires monitoring due to concerning sender reputation: extremely high sender domain reputation (0.960) raises significant concerns; no malicious attachments detected but poor sender reputation indicates potential risk; failed SPF authentication with passed DMARC creates mixed validation; self-signed SSL certificate adds to concern; warrants careful observation but insufficient evidence for blocking."
D89,Warning,0.75,"Email shows mixed indicators requiring monitoring: sender_known_malicious flag in File? field (1) suggests potential detection; urgency_keywords_present (1) indicates social engineering attempt; gift_card_request type commonly used in fraud; failed SPF authentication raises sender validation concerns; URL count (4) within normal range but combined indicators warrant careful observation."
D90,Malicious,0.91,"Email exhibits malicious characteristics: sender_known_malicious flag (1.0) confirms threat actor; high sender domain reputation (0.342) with significant max_metadata_suspicious_score (0.395) indicates weaponized attachments; winword.exe execution with high exfiltration score (0.231) suggests data theft malware; smtp_ip_known_malicious (1) indicates malicious infrastructure; image_only_email (1) may evade detection requiring immediate blocking."
D91,Malicious,0.88,"Email contains multiple malicious indicators: sender_known_malicious flag (1.0) confirms threat actor; high sender domain reputation (0.405) with packer detection (1) indicates obfuscated malware; max_metadata_suspicious_score (0.001) with winword.exe execution suggests document-based threat; high exfiltration score (0.300) indicates data theft capability; document_download social engineering with failed authentication requires immediate blocking."
D92,No Action,0.78,"Email presents acceptable risk profile: very low sender domain reputation (9.12e-06) excellent; no malicious attachments or behavioral indicators; no suspicious processes detected; passed SPF authentication validates sender; failed DKIM authentication noted but other indicators support legitimacy; suitable for delivery with standard monitoring."
D93,Spam,0.81,"Email exhibits spam characteristics: moderate sender domain reputation (0.026) with high spam score (0.776) indicates unsolicited bulk content; sensitive_data_request type may be deceptive; marketing keywords detected (1) suggest promotional content; failed SPF authentication raises sender validation concerns; combined spam indicators support spam classification requiring filtering."
D94,Malicious,0.89,"Email demonstrates malicious behavior: sender_known_malicious flag (1.0) confirms threat actor; max_metadata_suspicious_score (0.016) with winword.exe execution indicates document-based malware; smtp_ip_known_malicious (1) indicates malicious infrastructure; high exfiltration score (0.596) confirms data theft capability; meeting_request social engineering with expired SSL certificate requires immediate blocking."
D95,Malicious,0.88,"Email contains malicious indicators: sender_known_malicious flag (1.0) confirms threat actor; sender spoofing detected (1) indicates identity deception; max_metadata_suspicious_score (0.005) with winword.exe execution and ActiveX objects (1) suggests weaponized attachments; very high exfiltration score (0.731) indicates advanced data theft malware; failed DMARC authentication requires immediate blocking."
D96,No Action,0.75,"Email shows acceptable risk levels: high sender domain reputation (0.317) noted but no malicious attachments or behavioral threats detected; no suspicious processes or concerning metadata; passed SPF authentication validates sender; high URL reputation score (0.834) indicates legitimate links; suitable for delivery with monitoring."
D97,Malicious,0.92,"Email exhibits critical malicious behavior: sender_known_malicious flag (1.0) confirms threat actor; extremely high max_metadata_suspicious_score (0.085) with malicious attachment count (2) indicates weaponized files; outlook.exe execution with very high behavioral sandbox score (0.459) and exfiltration score (0.779) confirms advanced malware; legal_threat social engineering with bulk message indicator requires immediate blocking."
D98,Malicious,0.90,"Email demonstrates severe malicious intent: sender_known_malicious flag (1.0) confirms threat actor; max_metadata_suspicious_score (0.048) with acrobat.exe execution indicates PDF-based malware; extremely high AMSI suspicion (0.975) and exfiltration score (0.823) confirm active threat; link_click social engineering with URL count (4) suggests malicious payload delivery requiring immediate blocking."
D99,Warning,0.74,"Email shows concerning patterns requiring monitoring: extremely high sender domain reputation (0.964) raises significant concerns; no malicious attachments detected but poor sender reputation indicates potential risk; passed authentication provides some validation; bank_detail_update request type warrants observation; insufficient definitive evidence for blocking but requires careful scrutiny."
D100,Malicious,0.95,"Email exhibits multiple critical indicators: sender_known_malicious flag (1.0) confirms threat actor; extremely high max_metadata_suspicious_score (0.925) with executable attachment indicates heavily weaponized files; winword.exe/powershell.exe execution with very high AMSI suspicion (0.962) and exfiltration score (0.623) confirms sophisticated malware; vpn_or_mfa_reset social engineering targeting authentication systems requires immediate blocking."
D100,Warning,0.80,"Email shows mixed indicators requiring monitoring: sender_known_malicious flag (1.0) noted but return_path_mismatch_with_from (1) suggests potential spoofing confusion; max_metadata_suspicious_score (0.051) with winword.exe/powershell.exe execution indicates possible threat; moderate exfiltration score (0.123) suggests risk; vpn_or_mfa_reset social engineering warrants observation but conflicting indicators suggest monitoring rather than immediate blocking."
D81,Malicious,0.89,"Email contains multiple malicious indicators: sender_known_malicious flag (1.0) confirms threat actor; extremely high max_metadata_suspicious_score (0.549) indicates weaponized attachments; winword.exe/powershell.exe execution with very high AMSI suspicion (0.835) and exfiltration score (0.227) confirms active malware; failed SPF authentication with high site visual similarity (0.299) requires immediate blocking."
D82,No Action,0.76,"Email presents acceptable risk profile: extremely low sender domain reputation (1.86e-09) excellent; no malicious attachments or behavioral indicators; no suspicious processes detected; failed SPF authentication noted but other indicators support legitimacy; invoice_verification request type suggests business communication; expired SSL certificate noted but overall risk acceptable for delivery."
D83,Malicious,0.87,"Email exhibits malicious characteristics: sender_known_malicious flag (1.0) confirms threat actor; extremely high max_metadata_suspicious_score (0.525) indicates weaponized attachments; winword.exe/powershell.exe execution with high exfiltration score (0.627) suggests data theft malware; domain_known_malicious (1) flag indicates malicious infrastructure; passed authentication may be compromised requiring immediate blocking."
D84,Malicious,0.94,"Email demonstrates critical malicious behavior: sender_known_malicious flag in File? field (1) with extremely high max_metadata_suspicious_score (0.459) indicates heavily weaponized attachments; YARA rule match (1) suggests malware signatures; multiple process executions with very high exfiltration score (0.966) confirm sophisticated data theft malware; smtp_ip_known_malicious (1) indicates malicious infrastructure requiring immediate blocking."
D85,No Action,0.78,"Email shows acceptable risk levels: extremely low sender domain reputation (1.88e-07) excellent; no malicious attachments or behavioral indicators; no suspicious processes detected; failed authentication noted but other indicators support legitimacy; wire_transfer request type noted but high site visual similarity (0.361) may indicate legitimate brand content; suitable for delivery with monitoring."
D86,Spam,0.82,"Email exhibits spam characteristics: very low sender domain reputation with urgency_keywords_present (1) and high spam score (0.626) indicates manipulative unsolicited content; failed SPF authentication raises sender validation concerns; permerror DMARC result indicates authentication issues; combined spam indicators and authentication failures support spam classification requiring filtering."
D87,No Action,0.80,"Email presents minimal security risk: extremely low sender domain reputation (2.37e-07) excellent; no malicious attachments or behavioral indicators; no suspicious processes detected; failed authentication noted but other indicators support legitimacy; URL count (4) within normal range; suitable for delivery with standard monitoring."
D88,No Action,0.75,"Email shows acceptable risk profile: very low sender domain reputation (0.0006) within normal range; extremely high temporary email likelihood (0.966) noted but other indicators don't support malicious intent; no malicious attachments or behavioral threats; passed SPF authentication validates sender; self-signed SSL certificate within acceptable parameters; suitable for delivery with monitoring."
D89,Warning,0.72,"Email requires monitoring due to mixed indicators: very low sender domain reputation but urgency_keywords_present (1) indicates social engineering attempt; gift_card_request type commonly used in fraud; failed SPF authentication raises sender validation concerns; no malicious attachments detected but social engineering pattern warrants careful observation and user education."
D90,Malicious,0.93,"Email demonstrates malicious intent: sender_known_malicious flag (1.0) confirms threat actor; high max_metadata_suspicious_score (0.253) with IOC count (2) indicates weaponized attachments correlated with known threats; winword.exe execution with high exfiltration score (0.715) confirms data theft malware; URL count (6) with wire_transfer social engineering requires immediate blocking."
