Data ID,Classification,Confidence Score,Detailed Justification
D82,Warning,0.72,"Invoice verification request with high-risk role targeted (1), high temporary email likelihood (0.287), and extremely high sender name similarity to VIP (0.621). Good SPF authentication but DMARC temporary error. Contains 4 URLs. Executive impersonation attempt with invoice theme."
D83,Malicious,0.93,"File marked malicious (1.0) with high metadata score (0.301), extremely high temporary email likelihood (0.698), and high exfiltration behavior (0.841). Multiple parent processes with long sandbox execution time (58.30). High SMTP IP reputation risk (0.532). Advanced persistent malware with sophisticated evasion."
D84,Malicious,0.90,"File marked malicious (1.0) with ActiveX objects detected (1), high metadata score (0.519), and high exfiltration behavior (0.848). Multiple parent processes including regsvr32.exe. High site visual similarity (0.557) indicates brand phishing with ActiveX-based malware payload."
D85,Warning,0.74,"Wire transfer request with extremely high sender name similarity to VIP (0.989) and high SMTP IP reputation risk (0.131). Self-signed SSL certificate but no malicious files detected. Wire transfer with VIP impersonation characteristics suggests Business Email Compromise attempt."
D86,No Action,0.80,"Clean security profile with high-risk role targeted (1) and good SPF authentication. Single URL shortener detected but extremely high URL reputation (0.877) indicates legitimate link. Failed DKIM/DMARC but no malicious behaviors detected."
D87,No Action,0.77,"Clean file profile with expired SSL certificate and high return path reputation risk (0.095). Contains 3 URLs but no malicious files or dangerous behaviors. Failed authentication protocols but lacks supporting malicious indicators."
D88,Warning,0.73,"High sender domain reputation risk (0.003) with reply path difference from sender (1) and anomalous HTML ratio (1.1). Good SPF authentication but policy-level DKIM and failed DMARC. Content manipulation techniques warrant monitoring."
D89,Warning,0.74,"Gift card request with reply path known malicious (1) and high-risk role targeted (1). Good SPF authentication but policy-level DKIM and DMARC temporary error. Expired SSL certificate. Gift card social engineering from compromised infrastructure requires verification."
D90,Malicious,0.88,"File marked malicious (1.0) with embedded files (1), extremely high sender domain reputation risk (0.030), and wire transfer request. High-risk role targeted (1) with winword.exe parent process. Contains 4 URLs with high exfiltration behavior (0.066). Financial fraud malware with document delivery."
D91,Malicious,0.87,"File marked malicious (1.0) with executable attachment present (1), return path known malicious (1), and document download request. High behavioral sandbox score (0.257) with winword.exe parent process. High-risk role targeted (1) with site visual similarity (0.397). Document-based malware with brand phishing elements."
D92,Warning,0.71,"High-risk role targeted (1) with extremely high return path reputation risk (0.699) and image-only email (1) for evasion. Contains 4 URLs but no malicious files detected. Good authentication but infrastructure concerns and evasion techniques warrant monitoring."
D93,Warning,0.74,"Sensitive data request with high return path reputation risk (0.053) and good SPF authentication. Failed DKIM but no DMARC result. No malicious files but sensitive data request type combined with infrastructure concerns requires user verification."
D94,Malicious,0.89,"File marked malicious (1.0) with executable attachment present (1), urgency keywords present (1), and meeting request social engineering. Contains 5 embedded files with winword.exe parent process. High exfiltration behavior (0.728) with high site visual similarity (0.357). Meeting-themed malware with brand impersonation."
D95,Malicious,0.87,"File marked malicious (1.0) with embedded files (3), reply path known malicious (1), and extremely high temporary email likelihood (0.869). High exfiltration behavior (0.269) with winword.exe parent process. Self-signed SSL certificate with unsubscribe link present. Sophisticated malware campaign with evasion techniques."
D96,No Action,0.80,"Clean security profile with extremely high sender name similarity to VIP (0.585) but good SPF authentication. Failed DKIM/DMARC but no malicious files or dangerous behaviors detected. High sender domain reputation risk (0.746) but lacks active threats."
D97,Malicious,0.91,"File marked malicious (1.0) with high metadata score (0.000092), legal threat social engineering, and extremely high exfiltration behavior (0.990). Outlook parent process with expired SSL certificate. High-risk role targeted (1) with high sender name similarity to VIP (0.030). Legal threat scareware with data theft."
D98,Malicious,0.89,"File marked malicious (1.0) with high metadata score (0.378), IOC count (4), and link click request. High exfiltration behavior (0.664) with acrobat.exe parent process. DNS morphing detected (1) with expired SSL certificate. PDF-based attack with domain manipulation techniques."
D99,Warning,0.76,"Bank detail update request with high return path reputation risk (0.115) and SSL certificate mismatch. Good SPF/DKIM authentication but no DMARC result. No malicious files but banking request with certificate issues requires user verification."
