Data ID,Classification,Confidence Score,Detailed Justification
D161,No Action,0.70,"Low-risk email despite high temporary email likelihood (0.76). All malicious indicators are zero, no attachments, reasonable authentication (SPF fail but DKIM pass). High temporary email score alone insufficient for elevated classification."
D162,Malicious,0.93,"High-confidence malicious with sender flagged (1.0), very high metadata suspicious score (0.458), high-risk role targeted, moderate behavioral scores, legal threat request type. Strong alignment of malicious indicators."
D163,Malicious,0.89,"Strong malicious indicators with sender flagged (1.0), packer detected, moderate metadata scores, executable attachment, link click request type, process execution detected. Multiple malicious behaviors aligned."
D164,Warning,0.68,"Moderate risk due to bank detail update request type and revoked SSL certificate. High temporary email likelihood (0.27), unsubscribe link present suggesting bulk distribution, but no direct malicious indicators."
D165,Malicious,0.86,"High-risk classification due to sender being malicious (1.0), high behavioral scores, ActiveX objects detected, VPN/MFA reset request type. Expired SSL certificate and concerning process execution patterns."
D166,Warning,0.72,"Elevated risk due to urgent callback request type and expired SSL certificate. Reply path different from sender, high urgency sentiment, but sender not flagged as malicious. Authentication generally good."
D167,Malicious,0.91,"Strong malicious classification with sender flagged (1.0), macro-enabled document, high urgency content score (0.94), process execution detected, and self-signed SSL certificate. Multiple high-risk indicators align."
D168,Warning,0.73,"Moderate risk profile with mixed authentication (SPF fail, DKIM pass, DMARC fail), return path known malicious, link click request, high URL reputation score concern (0.67). Sender not flagged but concerning patterns."
D169,Malicious,0.94,"High-confidence malicious with sender flagged (1.0), malicious file hash detected, high behavioral scores, multiple process executions including cmd.exe and powershell.exe. Critical malicious attachment indicator."
D170,Malicious,0.87,"Strong malicious indicators with sender flagged (1.0), very high metadata suspicious score (0.557), ActiveX objects detected, wire transfer request, unsubscribe link suggests phishing template. High-risk financial fraud."
D171,Warning,0.66,"Moderate concern due to wire transfer request type and high-risk role targeting. Good authentication but concerning request pattern and moderate domain reputation issues warrant monitoring."
D172,Malicious,0.93,"High-confidence malicious with sender flagged (1.0), unscannable attachment, high YARA matches (9), gift card request, DMARC enforced but multiple concerning behaviors including URL redirects."
D173,Malicious,0.90,"Strong malicious classification with sender flagged (1.0), very high metadata suspicious score (0.516), moderate behavioral scores, multiple process executions detected including excel.exe."
D174,Malicious,0.85,"High-risk with sender flagged (1.0), moderate metadata scores, high urgency content (0.65), multiple process executions including powershell.exe. Embedded files detected (4) add to risk profile."
D175,Warning,0.71,"Moderate risk due to invoice verification request and high-risk role targeting. Mixed authentication patterns and moderate URL redirect activity, but sender not flagged as malicious."
D176,Malicious,0.94,"Very high confidence malicious with sender flagged (1.0), high metadata suspicious score (0.373), YARA matches (3), macro-enabled document, process execution detected including powershell.exe. Self-signed SSL certificate."
D177,Malicious,0.96,"Extremely high confidence malicious classification. Sender flagged (1.0), high behavioral scores, high reply path reputation concern (0.81), multiple process executions, and concerning URL reputation patterns."
D178,Warning,0.69,"Moderate risk with wire transfer request type and high urgency content (0.47). Mixed authentication (SPF fail, DKIM neutral, DMARC temperror) but no direct malicious sender flags."
D179,Malicious,0.85,"High-confidence malicious classification. Final URL known malicious (1.0), bulk message indicator, moderate urgency content (0.33), and high SMTP reputation concern (0.49). Malicious URL endpoint confirms threat despite good authentication."
D180,No Action,0.85,"Low risk profile with good authentication and no significant threat indicators. All behavioral and attachment scores are minimal, good SSL certificate validity. Normal email characteristics."
D181,Malicious,0.88,"High-confidence malicious classification. Sender flagged as known malicious (1.0), high return path reputation concern (0.60), moderate SMTP reputation issues (0.53). Despite good authentication patterns, malicious sender flag takes priority for threat classification."
D182,Warning,0.67,"Moderate risk due to gift card request type and mixed authentication (SPF fail, DKIM fail, DMARC temperror). Moderate domain and SMTP reputation concerns but no direct malicious flags."
D183,Malicious,0.88,"High-risk classification with sender flagged (1.0), wire transfer request, high urgency content (0.99), self-signed SSL certificate. Strong alignment of financial fraud indicators."
D184,Malicious,0.85,"Strong malicious indicators with sender flagged (1.0), high temporary email likelihood (0.58), network call on open detected, document download request, high SMTP reputation concern (0.89)."
D185,No Action,0.75,"Low-moderate risk with mixed authentication (SPF fail, DKIM fail, DMARC permerror) but no direct malicious indicators. Moderate domain reputation and minimal behavioral scores."
D186,Warning,0.68,"Moderate concern due to DMARC enforcement, sensitive data request type, and moderate domain reputation issues. High temporary email likelihood (0.75) adds to risk profile."
D187,Malicious,0.86,"High-risk with sender flagged (1.0), very high behavioral sandbox score (0.53), network call on open detected, meeting request type. Strong behavioral malicious indicators."
D188,Malicious,0.84,"Strong malicious classification with sender flagged (1.0), sender spoof detected, moderate behavioral scores, process execution detected. Multiple identity spoofing and behavioral indicators."
D189,Warning,0.71,"Elevated risk due to very high sender domain reputation concern (0.95), DMARC enforcement, high-risk role targeting (5 instances), and expired SSL certificate."
D190,Malicious,0.87,"High-risk with sender flagged (1.0), macro-enabled document, legal threat request type, high SMTP reputation concern (0.40), and multiple concerning behavioral patterns."
D191,Malicious,0.89,"Strong malicious indicators with sender flagged (1.0), very high metadata suspicious score (0.398), moderate behavioral scores, reply path known malicious, link click request type."
D192,No Action,0.80,"Low-moderate risk with bank detail update request but no direct malicious flags. Good authentication patterns and minimal behavioral scores. Insufficient indicators for higher classification."
D193,Malicious,0.87,"High-risk classification with sender flagged (1.0), moderate metadata scores, YARA match detected (1), VPN/MFA reset request, expired SSL certificate, process execution detected."
D194,Malicious,0.83,"Strong malicious indicators with sender flagged (1.0), moderate metadata suspicious score (0.13), VPN/MFA reset request, process execution detected. High-risk credential harvesting attempt."
D195,Malicious,0.91,"Very high confidence malicious with sender flagged (1.0), very high behavioral sandbox score (0.55), embedded files detected (4), long sandbox execution time (9.08), self-signed SSL certificate."
D196,Warning,0.70,"Moderate risk due to invoice verification request type and expired SSL certificate. Moderate temporary email likelihood (0.23) and domain reputation concerns warrant monitoring."
D197,Malicious,0.88,"High-risk classification with sender flagged (1.0), DMARC enforcement, high metadata scores, high-risk role targeting, high urgency content (0.57), expired SSL certificate."
D198,Malicious,0.85,"Strong malicious indicators with sender flagged (1.0), packer detected, moderate behavioral scores, reply path known malicious, process execution detected including regsvr32.exe."
D199,Warning,0.73,"Elevated risk due to wire transfer request, high-risk role targeting (6), high sender domain reputation concern (0.35), and concerning URL reputation patterns."
D200,Malicious,0.87,"High-confidence malicious classification. Final URL known malicious (1.0), high sender domain reputation concern (0.42), moderate SMTP reputation issues (0.14). Despite good authentication patterns, malicious URL endpoint confirms threat status."
