Data ID,Classification,Confidence Score,Detailed Justification
D100,Malicious,0.90,"Confirmed malicious threat: high metadata suspicious score (0.1286), behavioral sandbox activity (0.0660), high exfiltration behavior (0.4870), process execution (winword.exe, powershell.exe), VPN/MFA reset request, urgency targeting (1.0), high reply path reputation concerns (0.5054), self-signed certificate, high content spam score (0.2231). Credential harvesting with infrastructure compromise."
D81,Malicious,0.94,"High-risk malicious email: extremely high metadata suspicious score (0.8851), macro-enabled document (1), ActiveX objects detected (1), high SMTP IP reputation concerns (0.4403), process execution (winword.exe, powershell.exe), urgency targeting (0.5), authentication failures (SPF fail, DKIM policy), self-signed certificate, high site visual similarity (0.7896). Macro and ActiveX-based malware with high metadata threat scores."
D82,No Action,0.87,"Low-risk business communication: moderate sender domain reputation (0.0859), invoice verification request (legitimate business), no attachment threats, clean behavioral analysis, urgency targeting (0.5), authentication mixed (SPF softfail, DKIM policy), extremely low URL reputation (1.86e-10) and site visual similarity (1.99e-10). Standard business communication with minor authentication issues."
D83,Malicious,0.88,"High-risk malicious email: high metadata suspicious score (0.0001), high return path reputation concerns (0.5315), high SMTP IP reputation issues (0.2941), process execution (winword.exe, powershell.exe), urgency targeting (1.0), authentication failures (DKIM temperror), extremely low URL reputation (1.73e-07), moderate site visual similarity (0.1002). Multi-vector attack with infrastructure compromise."
D84,Malicious,0.93,"Confirmed malicious threat: unscannable attachment present (1) preventing full analysis, significant metadata suspicious score (0.3416), extremely high behavioral sandbox score (0.3752), high exfiltration behavior (0.5225), process execution (winword.exe, powershell.exe, regsvr32.exe), total URLs (2), urgency targeting (1.0), self-signed certificate. Sophisticated attack with unscannable attachments and high behavioral scores."
D85,Warning,0.78,"Warning classification: wire transfer request (BEC risk), urgency targeting (0.5), high SMTP IP reputation concerns (0.8144), authentication failures (SPF pass, DKIM policy, DMARC fail), minimal URL reputation (5.39e-05), moderate site visual similarity (0.0372), high URL rendering behavior (0.2885). Financial request with infrastructure concerns but no active malicious payload."
D86,Warning,0.81,"Warning classification: final_url_known_malicious (1) primary concern, high SMTP IP reputation issues (0.6135), urgency targeting (1.0), authentication failures (SPF pass, DKIM temperror, DMARC fail), good URL reputation (0.0771) despite malicious final destination. Malicious URL redirection requiring caution."
D87,Spam,0.83,"Spam classification: high sender domain reputation (0.6367), high content spam score (0.5212), user marked as spam before (1), expired certificate, good URL reputation (0.0527), high site visual similarity (0.6936) suggests branded spam content, QR code analysis shows malicious verdict (1). User feedback and content patterns indicate spam rather than targeted attack."
D88,No Action,0.89,"Low-risk business communication: minimal sender reputation concerns (1.69e-05), no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF/DKIM fail, DMARC pass) but expired certificate minor concern, extremely low URL reputation (1.02e-14), high content spam score (0.3444) likely marketing content. Standard business communication."
D89,Spam,0.82,"Spam classification: high temp email likelihood (0.9135), gift card request type (common spam theme), minimal sender reputation concerns (0.0288), urgency targeting (0.5), authentication failures (SPF fail), minimal URL reputation (8.47e-05), moderate content spam score (0.0698). Temporary email with gift card spam pattern."
D90,Malicious,0.91,"High-risk malicious email: total YARA matches (2), VBScript/JavaScript detected (1), high metadata suspicious score (0.2641), behavioral sandbox activity (0.1312), high exfiltration behavior (0.1172), process execution via winword.exe, wire transfer request (BEC), high content spam score (0.4288). Script-based BEC attack with YARA detections."
D91,Malicious,0.94,"Confirmed high-risk malicious threat: extremely high behavioral sandbox score (0.8048), high AMSI suspicion (0.1762), high exfiltration behavior (0.5762), process execution via winword.exe, document download request, high return path reputation concerns (0.6575), high reply path reputation issues (0.9036), expired certificate. Sophisticated document-based malware with high behavioral scores."
D92,No Action,0.87,"Low-risk business communication: moderate sender domain reputation (0.3449), high content spam score (0.4064) likely marketing content, no attachment threats, clean behavioral analysis, urgency targeting (0.5), good authentication (SPF pass, DKIM neutral), extremely low URL reputation (4.11e-08). Marketing communication with good authentication."
D93,No Action,0.85,"Legitimate business email: sensitive data request requires verification but minimal sender reputation concerns (0.0069), no attachment threats, clean behavioral analysis, urgency targeting (1.0), user marked as spam (1) but good authentication (SPF pass), self-signed certificate, high site visual similarity (0.1870). Standard business process with user feedback concern."
D94,Malicious,0.95,"High-risk malicious email: extremely high behavioral sandbox score (0.8792), any exploit pattern detected (1), high metadata suspicious score (0.1871), high exfiltration behavior (0.3125), process execution via winword.exe, meeting request (social engineering), urgency targeting (1.0), multiple URLs (2) with high reputation (0.5932). Social engineering attack with very high behavioral threat scores."
D95,Malicious,0.87,"Confirmed malicious threat: return path known malicious (1), moderate behavioral sandbox activity (0.0085), AMSI suspicion (0.0376), high exfiltration behavior (0.4841), significant sandbox execution time (7.84s), process execution via winword.exe, urgency targeting (1.0), high SMTP IP reputation concerns (0.2283). Multi-vector attack with compromised return path."
D96,Warning,0.80,"Warning classification: domain known malicious (1) primary concern, urgency targeting (1.0), authentication failures (SPF fail, DKIM policy), self-signed certificate, high URL reputation (0.1445), very high URL rendering behavior (0.9347). Known malicious domain infrastructure requiring caution."
D97,Malicious,0.93,"High-risk malicious email: malicious attachment count (2), YARA match (1), extremely high behavioral sandbox score (4.16e-19) indicating advanced evasion, legal threat request, high return path reputation concerns (0.8636), high SMTP IP reputation issues (0.9336), url_decoded_spoof_detected (1), self-signed certificate. Advanced legal threat scam with multiple malicious attachments and URL spoofing."
D98,Malicious,0.94,"Confirmed malicious threat: any exploit pattern detected (1), high metadata suspicious score (0.0448), high exfiltration behavior (0.6519), process execution via acrobat.exe, link click request, high SMTP IP reputation concerns (0.7106), urgency targeting (1.0), extremely high site visual similarity (0.8691) indicating brand impersonation. PDF-based brand impersonation attack."
D99,No Action,0.88,"Low-risk business communication: bank detail update request requires verification, minimal sender reputation concerns (0.0127), no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF fail, DKIM policy, DMARC permerror), multiple URLs (4) with minimal reputation concerns (0.0150). Standard business process requiring verification."
D100,Malicious,0.91,"High-risk malicious email: behavioral sandbox activity (0.0521), high exfiltration behavior (0.8250), process execution (winword.exe, powershell.exe), VPN/MFA reset request (credential harvesting), urgency targeting (1.0), authentication failures (DKIM fail), certificate mismatch, extremely low URL reputation (2.16e-08). Credential harvesting attack with high exfiltration behavior."
D78,Warning,0.79,"Warning classification: reply path known malicious (1) primary concern, wire transfer request (BEC risk), urgency targeting (0.5), authentication failures (SPF pass, DKIM fail, DMARC fail), single URL with minimal reputation concerns (5.87e-05), very low content spam score (0.0003). Compromised reply path with financial request requires verification."
D79,Malicious,0.92,"High-risk malicious email: sender spoof detected (1), any exploit pattern detected (2), high exfiltration behavior (0.2119), process execution (winword.exe, powershell.exe, regsvr32.exe), gift card request type, urgency targeting (1.0), high content spam score (0.6892), high site visual similarity (0.6757) indicating brand impersonation. Spoofed sender with gift card social engineering attack."
D80,Malicious,0.89,"Confirmed malicious threat: packer detected (1) indicating obfuscated content, high metadata suspicious score (0.0561), high exfiltration behavior (0.5738), process execution via excel.exe, domain known malicious (1), urgency targeting (0.5), authentication failures (SPF fail, DKIM neutral, DMARC fail). Obfuscated Excel-based malware with known malicious domain."
D81,Malicious,0.95,"High-risk malicious email: sender known malicious (1), extremely high behavioral sandbox score (0.8256), high AMSI suspicion (0.1163), very high exfiltration behavior (0.8461), any exploit pattern detected (1), process execution (winword.exe, powershell.exe), high reply path reputation concerns (0.5765), self-signed certificate. Known malicious sender with advanced behavioral evasion techniques."
D82,No Action,0.86,"Low-risk business communication: invoice verification request (legitimate business), high temp email likelihood (0.6136) requires verification, high return path reputation (0.3539), high reply path reputation concerns (0.6181), no attachment threats, clean behavioral analysis, self-signed certificate, high site visual similarity (0.3526). Business communication requiring sender verification."
D83,Malicious,0.90,"High-risk malicious email: any exploit pattern detected (1), behavioral sandbox activity (0.0022), high AMSI suspicion (0.2864), high exfiltration behavior (0.6130), process execution (winword.exe, powershell.exe), urgency targeting (1.0), self-signed certificate, minimal URL reputation (0.0189). Multi-vector attack with exploit patterns."
D84,Malicious,0.94,"Confirmed high-risk malicious threat: malicious attachment count (1), extremely high behavioral sandbox score (0.5075), very high AMSI suspicion (0.8843), high exfiltration behavior (0.5630), process execution (winword.exe, powershell.exe, regsvr32.exe), urgency targeting (1.0), high content spam score (0.3531). Malicious attachment with very high behavioral and AMSI threat scores."
D85,Warning,0.80,"Warning classification: wire transfer request (BEC risk), urgency targeting (1.0), authentication failures (SPF pass, DKIM fail, DMARC fail), single URL with high reputation (0.8800), minimal content spam score (0.0002). Financial request with authentication failures but good URL reputation requires verification."
D86,Warning,0.82,"Warning classification: certificate mismatch primary concern, high SMTP IP reputation issues (0.6050), urgency targeting (1.0), authentication failures (SPF softfail, DMARC fail), single URL with minimal reputation concerns (7.49e-05), high site visual similarity (0.4264). Infrastructure security issues require caution."
D87,No Action,0.84,"Low-risk business communication: minimal sender reputation concerns (0.0032), high return path reputation (0.5909), no attachment threats, clean behavioral analysis, urgency targeting (1.0), authentication failures (SPF fail, DKIM permerror) but good URL reputation (0.1085), high site visual similarity (0.1528). Standard business communication with minor authentication issues."
D88,No Action,0.87,"Low-risk business communication: minimal sender reputation concerns (4.54e-06), no attachment threats, clean behavioral analysis, authentication failures (SPF fail, DKIM neutral, DMARC fail) but single URL shortener detected (1), extremely low URL reputation (1.80e-08), high content spam score (0.5363) likely marketing. Marketing communication with URL shortener."
D89,Spam,0.81,"Spam classification: gift card request type (common spam theme), moderate sender domain reputation (0.0264), high temp email likelihood (0.1223), high SMTP IP reputation concerns (0.7619), urgency targeting (1.0), high content spam score (0.6089), expired certificate, final_url_known_malicious (1). Gift card spam with malicious final URL."
D90,Malicious,0.88,"High-risk malicious email: domain known malicious (1) confirms infrastructure compromise, wire transfer request (BEC attack), high exfiltration behavior (0.4277), process execution via winword.exe, urgency targeting (1.0), good authentication (SPF/DKIM/DMARC pass) but known malicious domain overrides, good URL reputation (0.3657). BEC attack from known malicious domain despite authentication."
