Data ID,Classification,Confidence Score,Detailed Justification
D84,Warning,0.78,Concerning signals including DNS morphing detection and high metadata suspicious score (0.132). Multiple parent processes including regsvr32 indicate code execution. However passed most authentication checks and valid SSL certificate present.
D85,Spam,0.73,Wire transfer request with poor sender reputation (0.441) and DMARC enabled. Failed SPF check and certificate mismatch. No malicious attachments but domain tech stack mismatch suggests possible impersonation. Low-grade spam rather than targeted attack.
D86,No Action,0.82,Clean profile despite DMARC enabled status. No malicious indicators and passing authentication checks. Self-signed SSL certificate only minor concern. Very low spam score and no suspicious attachments or behaviors detected.
D87,Warning,0.70,Sender known malicious flag but otherwise clean signals. Temporary email likelihood high (0.797) suggesting disposable address. However no attachments or suspicious URLs. Multiple links (4) but valid SSL. Requires monitoring but not immediate action.
D88,Spam,0.68,Low-risk spam with poor html/text ratio (1.1) and failed DMARC. No request type specified and minimal suspicious indicators. Valid SSL certificate and no malicious attachments. Bulk marketing message rather than targeted threat.
D89,No Action,0.87,Gift card request but from highly reputable domain (0.871). All authentication checks passed. No suspicious attachments or behaviors. Valid SSL certificate and single URL. Request type concerning but sender legitimacy verified.
D90,Malicious,0.94,Wire transfer request with critical risk indicators. Executable attachment with high metadata score (0.953). YARA rules matched (3) and suspicious sandbox behavior. Failed DKIM and multiple URLs detected. Clear financial fraud attempt.
D91,Malicious,0.90,Document download request with VBScript detected and suspicious parent process (winword.exe). High exfiltration score (0.481) and failed DKIM. Very low domain reputation with valid SSL but behavioral indicators suggest malware delivery.
D92,No Action,0.83,Clean security profile with sender known malicious flag likely false positive. Excellent return path reputation and passing authentication. No attachments or suspicious behaviors. Valid SSL and low spam score indicate legitimate communication.
D93,Spam,0.71,Sensitive data request with poor authentication (failed SPF/DKIM/temperror DMARC). High SMTP geo risk score (0.985) but no malicious attachments. Valid SSL certificate. Appears to be low-grade phishing attempt rather than sophisticated attack.
D94,Warning,0.76,Meeting request with packer detected in attachment. Parent process (winword.exe) and moderate behavioral scores concerning. Failed authentication but domain reputation reasonable. SSL valid but multiple risk indicators require caution.
D95,Malicious,0.91,High-risk profile with suspicious parent process and elevated sandbox scores. Failed DKIM and temperror DMARC. High exfiltration score (0.980) strongly suggests data theft attempt. QR code presence adds additional attack vector.
D96,Spam,0.69,Low-grade spam with temporary email likelihood (0.476). Expired SSL certificate and single URL detected. No malicious attachments but QR code present. Poor sender reputation but lacks sophisticated attack indicators.
D97,Malicious,0.93,Legal threat with critical security failures. Parent process (outlook.exe) with high metadata score (0.529). Failed SPF and temperror DKIM. Targeting high-risk role with social engineering tactics. Clear BEC/impersonation attempt.
D98,Malicious,0.95,Link click request from spoofed sender with high behavioral sandbox score (0.971). Multiple suspicious indicators including temporary email use failed DKIM and 4 URLs detected. Clear phishing attempt targeting credentials.
D99,No Action,0.79,Bank detail update request but with reasonable security posture. No malicious attachments and valid SSL. Failed DMARC but good SMTP reputation. Appears legitimate despite sensitive request type.
D100,Malicious,0.92,VPN/MFA reset with file hash flagged as malicious. Parent processes indicate code execution (winword.exe powershell.exe). Failed authentication and exploit patterns detected. Critical security breach attempt targeting access credentials.
D100,Malicious,0.94,Duplicate entry - VPN/MFA reset request with high html/text ratio anomaly (1.1) and multiple parent processes. Failed DMARC and policy DKIM. Behavioral indicators strongly suggest credential harvesting attempt.
D81,Malicious,0.90,Duplicate analysis confirms executable risks. Embedded files (2) with parent processes indicating staged attack. Network calls detected with high IOC count (6). Domain reputation good but execution patterns clearly malicious.
D82,Spam,0.66,Invoice verification from known bad return path. High SMTP geo risk (0.944) but minimal other threats. Failed authentication suggests spam rather than targeted attack. No dangerous attachments or behaviors.
D83,Malicious,0.87,Suspicious parent processes with moderate exfiltration risk (0.743). Failed soft SPF and temperror DMARC. Self-signed SSL certificate with behavioral sandbox alerts. Document-based malware delivery suspected.
D84,Warning,0.77,Multiple parent processes including regsvr32 indicate code execution risk. High exfiltration score (0.889) but passed authentication. Valid SSL and good domain reputation conflict with behavioral indicators.
D85,Spam,0.72,Wire transfer spam with failed SPF and expired SSL. No malicious attachments but poor sender reputation. SMTP ASN risk moderate. Low-sophistication spam attempt rather than targeted fraud.
D86,No Action,0.84,Clean profile with self-signed SSL as only concern. Excellent authentication and no suspicious behaviors. No attachments or malicious indicators. Legitimate communication despite minor SSL issue.
D87,Warning,0.74,Known malicious sender with high temporary email score but no immediate threats. Valid SSL and passing authentication. Four URLs detected requiring scrutiny but no malicious payloads found.
D88,Spam,0.67,Generic spam with poor html/text ratio and expired SSL. Failed authentication but no dangerous content. Marketing keywords likely present. Bulk distribution rather than targeted attack.
D89,No Action,0.86,Despite gift card request excellent sender reputation (0.871) and authentication. Valid SSL and no suspicious attachments. Request type concerning but sender verification strong.
D90,Malicious,0.93,Wire transfer fraud with suspicious parent process and high behavioral scores. Multiple URLs and failed authentication. Clear financial fraud attempt with embedded malware indicators.
D91,Malicious,0.89,Document download trap with VBScript and suspicious execution. Failed authentication and QR code attack vector. Domain reputation poor with clear malware delivery intent.
D92,Warning,0.75,Mixed signals with known malicious flag but good reputation scores. Valid SSL and passing authentication. Requires investigation of sender flag accuracy.
D93,Spam,0.70,Sensitive data phishing with poor authentication. High SMTP risk but no sophisticated attack vectors. Low-grade spam attempt.
D94,Warning,0.77,Meeting request with packer detection requiring caution. Multiple concerning indicators but not definitively malicious.
D95,Malicious,0.92,Critical security failures with suspicious execution and failed authentication. Clear malware delivery attempt.
D96,Spam,0.68,Temporary email spam with expired SSL. QR code present but low sophistication attack.
D97,Malicious,0.94,Legal threat targeting executive with multiple security failures. Sophisticated BEC attack attempt.
D98,Malicious,0.96,Spoofed sender with link-based attack. Multiple security failures indicate credential harvesting.
