Data ID,Classification,Confidence Score,Detailed Justification
D93,No Action,0.87,"Legitimate business email: sensitive data request requires verification, minimal sender reputation concerns (0.0011), high return path reputation (0.1850, 0.4099), high content spam score (0.9685) but good authentication (SPF/DKIM pass, DMARC permerror), extremely low URL reputation (2.51e-08). High spam score likely due to content analysis but authentication suggests legitimate sender."
D94,Malicious,0.93,"High-risk malicious email: VBScript/JavaScript detected (1), extremely high metadata suspicious score (0.7363), high exfiltration behavior (0.2630), process execution via winword.exe, meeting request (social engineering), urgency targeting (1.0), multiple URL redirects (3), good URL reputation (0.4279) but script detection and high metadata scores confirm threat. Script-based social engineering attack."
D95,Malicious,0.94,"Confirmed high-risk malicious threat: domain known malicious (1), very high exfiltration behavior (0.9749), process execution via winword.exe, urgency targeting (1.0), high return path reputation concerns (0.3348), high SMTP IP reputation issues (0.2412), extremely low URL reputation (2.25e-09), high content spam score (0.3307). Advanced malware from known malicious domain with very high exfiltration behavior."
D96,No Action,0.84,"Low-risk business communication: minimal sender reputation concerns (0.0114), return path known malicious (1) concern but no attachment threats, clean behavioral analysis, urgency targeting (1.0), minimal URL reputation (0.0007), moderate content spam score (0.0270). Infrastructure compromise but no active malicious payload detected."
D97,Malicious,0.95,"High-risk malicious email: extremely high metadata suspicious score (0.8987), behavioral sandbox activity (0.0394), high exfiltration behavior (0.2865), process execution via outlook.exe, legal threat request (social engineering), urgency targeting (1.0), high SMTP IP reputation concerns (0.6707), very high URL reputation (0.9708), high site visual similarity (0.3514). Legal threat social engineering with extremely high metadata threat scores."
D98,Malicious,0.90,"Confirmed malicious threat: high temp email likelihood (0.9370), total YARA matches (2), high exfiltration behavior (0.5408), process execution via acrobat.exe, link click request, high SMTP IP reputation concerns (0.5890, 0.4605), urgency targeting (1.0), extremely low URL reputation (3.49e-08). PDF-based attack with YARA detections and high exfiltration behavior."
D99,Warning,0.83,"Warning classification: bank detail update request (BEC risk), minimal sender reputation concerns (3.91e-06), good authentication (SPF pass, DKIM fail, DMARC fail), single URL with high reputation (0.6541), high site visual similarity (0.3699), moderate content spam score (0.0637). Financial request requires verification despite good URL reputation."
D100,Malicious,0.96,"High-risk malicious email: packer detected (1) indicating obfuscated content, extremely high metadata suspicious score (0.7117), any exploit pattern detected (1), any exploit pattern detected (2), high exfiltration behavior (0.6097), process execution (winword.exe, powershell.exe), VPN/MFA reset request (credential harvesting), image only email (1), high content spam score (0.6896), expired certificate. Obfuscated credential harvesting with multiple exploit patterns."
D78,Warning,0.80,"Warning classification: wire transfer request (BEC risk), high return path reputation concerns (0.3661), high SMTP IP reputation issues (0.6472, 0.3340), urgency targeting (1.0), good authentication (SPF/DKIM pass, DMARC pass), self-signed certificate, high content spam score (0.4087). Financial request with infrastructure concerns requires verification."
D79,Malicious,0.92,"High-risk malicious email: significant metadata suspicious score (0.4009), behavioral sandbox activity (0.1263), very high exfiltration behavior (0.9953), process execution (winword.exe, powershell.exe, regsvr32.exe), gift card request type, urgency targeting (1.0), high SMTP IP reputation concerns (0.3425), high content spam score (0.8326), extremely low URL reputation (2.29e-08). Gift card social engineering with very high exfiltration behavior."
D80,Malicious,0.89,"High-risk malicious email: Authentication & Identity Assurance compromised (1), moderate metadata suspicious score (0.0592), behavioral sandbox activity (0.0105), AMSI suspicion (0.0884), high exfiltration behavior (0.3590), process execution via excel.exe, urgency targeting (0.5), high SMTP IP reputation concerns (0.3019), extremely low URL reputation (1.63e-07). Excel-based malware with compromised authentication identity."
D81,Malicious,0.96,"Confirmed high-risk malicious threat: extremely high metadata suspicious score (0.9870), very high AMSI suspicion (0.9029), smtp_ip_known_malicious (1), any exploit pattern detected (1), high exfiltration behavior (0.1329), process execution (winword.exe, powershell.exe), urgency targeting (1.0), high URL reputation (0.6661) but metadata and AMSI scores confirm advanced threat. APT-level threat with known malicious infrastructure."
D82,Warning,0.82,"Warning classification: high sender domain reputation (0.7148) indicates legitimate sender but reply path known malicious (1), invoice verification request, high SMTP IP reputation concerns (0.8615), urgency targeting (0.5), authentication failures (SPF fail, DKIM neutral, DMARC fail), minimal URL reputation (0.0015). Legitimate sender with compromised reply infrastructure requires verification."
D83,Malicious,0.94,"High-risk malicious email: extremely high metadata suspicious score (0.7429), behavioral sandbox activity (0.0793), AMSI suspicion (0.0356), high exfiltration behavior (0.1187), process execution (winword.exe, powershell.exe), urgency targeting (1.0), high SMTP IP reputation concerns (0.2486), high content spam score (0.4700), authentication failures across all methods. Advanced document-based malware with high behavioral scores."
D84,Malicious,0.91,"Confirmed malicious threat: high temp email likelihood (0.6770), any exploit pattern detected (1), significant metadata suspicious score (0.2756), very high exfiltration behavior (0.8047), process execution (winword.exe, powershell.exe, regsvr32.exe), urgency targeting (1.0), high reply path reputation concerns (0.2400), extremely low URL reputation (0.0484). Multi-process malware with very high exfiltration behavior."
D85,Warning,0.79,"Warning classification: DMARC enforced (1) provides protection but wire transfer request (BEC risk), urgency targeting (1.0), high content spam score (0.3618), authentication failures (SPF/DKIM fail, DMARC fail), single URL with minimal reputation (0.0003), high site visual similarity (0.2910). Financial request despite authentication protections requires verification."
D86,No Action,0.88,"Low-risk business communication: minimal sender reputation concerns (3.55e-15), high reply path reputation concerns (0.7181) but no attachment threats, clean behavioral analysis, high SMTP IP reputation issues (0.8206), urgency targeting, high content spam score (0.2858) likely marketing, single URL with good reputation (0.0907). Marketing communication with infrastructure concerns."
D87,No Action,0.85,"Low-risk business communication: moderate sender domain reputation (0.1062), high return path reputation (0.5984), high SMTP IP reputation concerns (0.7489) but no attachment threats, clean behavioral analysis, urgency targeting (1.0), single URL with extremely low reputation (8.78e-12). Standard business communication with infrastructure concerns."
D88,Warning,0.81,"Warning classification: moderate sender domain reputation (0.1957), high SMTP IP reputation concerns (0.7177), urgency targeting (0.5), high content spam score (0.2973), authentication failures (SPF softfail, DKIM policy, DMARC fail), certificate mismatch, extremely low URL reputation (1.18e-05). Infrastructure security issues with high spam characteristics require caution."
D89,Spam,0.80,"Spam classification: gift card request type (common spam theme), high SMTP IP reputation concerns (0.4544, 0.4763), extremely low content spam score (3.97e-16) but gift card pattern, expired certificate, minimal URL reputation (0.0020), high URL rendering behavior (0.8424). Gift card spam with infrastructure issues."
D90,Malicious,0.93,"High-risk malicious email: Authentication & Identity Assurance compromised (6), high sender domain reputation (0.5404) indicates compromised legitimate sender, very high exfiltration behavior (0.8841), any exploit pattern detected (1), process execution via winword.exe, wire transfer request (BEC), domain known malicious (1), urgency targeting (0.5), extremely low content spam score (7.71e-24) but threat indicators confirm attack. Advanced BEC from compromised high-reputation sender."
D91,Malicious,0.90,"High-risk malicious email: total YARA matches (4), moderate metadata suspicious score (0.0787), high exfiltration behavior (0.5290), process execution via winword.exe, document download request, urgency targeting (1.0), extremely low URL reputation (8.62e-15). Advanced malware with multiple YARA signature matches."
D92,Warning,0.83,"Warning classification: high temp email likelihood (0.5643), unsubscribe link present (1) suggests bulk messaging, multiple URLs (4) with certificate mismatch, high content spam score (0.2456), good authentication (SPF/DKIM pass, DMARC pass). Bulk messaging campaign with certificate security issues requires caution."
D93,No Action,0.86,"Legitimate business email: high sender domain reputation (0.6155), sensitive data request requires verification, high return path reputation (0.8655), no attachment threats, clean behavioral analysis, urgency targeting (1.0), self-signed certificate, moderate URL reputation (0.2632), moderate content spam score (0.0855). Standard business process with minor certificate issue."
D94,Malicious,0.92,"High-risk malicious email: return path mismatch (1), significant metadata suspicious score (0.3400), behavioral sandbox activity (0.2706), AMSI suspicion (0.1089), high exfiltration behavior (0.2127), process execution via winword.exe, meeting request (social engineering), urgency targeting (1.0), multiple URLs (2), high content spam score (0.0512). Social engineering attack with behavioral analysis and infrastructure redirection."
D95,Malicious,0.94,"Confirmed high-risk malicious threat: extremely high behavioral sandbox score (0.6269), high exfiltration behavior (0.3229), process execution via winword.exe, high return path reputation concerns (0.6442), high SMTP IP reputation issues (0.8913, 0.7859), urgency targeting (0.5), high content spam score (0.6666), expired certificate, extremely low URL reputation (1.36e-09). Advanced behavioral evasion malware with high exfiltration behavior."
D96,Warning,0.81,"Warning classification: return path known malicious (1) primary concern, no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF/DKIM pass), multiple URLs (3) with minimal reputation concerns (0.0004), self-signed certificate. Compromised return path infrastructure requires caution."
D97,Malicious,0.93,"High-risk malicious email: significant metadata suspicious score (0.3346), AMSI suspicion (0.2994), very high exfiltration behavior (0.9081), process execution via outlook.exe, legal threat request (social engineering), urgency targeting (0.5), high SMTP IP reputation concerns (0.9231), high content spam score (0.0975), good URL reputation (0.1048) but behavioral indicators confirm threat. Legal threat social engineering with very high exfiltration behavior."
