Data ID,Classification,Confidence Score,Detailed Justification
D73,Warning,0.81,"Warning classification: urgent callback request (social engineering), high sender domain reputation (0.6449) indicates legitimate but potentially compromised sender, high SMTP IP reputation concerns (0.8122), urgency targeting (1.0), authentication failures (SPF fail, DKIM policy, DMARC fail), self-signed certificate. Social engineering attempt from high-reputation sender requires verification."
D74,Malicious,0.90,"High-risk malicious email: extremely high metadata suspicious score (0.5687), behavioral sandbox activity (0.0003), high exfiltration behavior (0.1769), process execution via winword.exe, high SMTP IP reputation concerns (0.9493), urgency targeting (1.0), multiple URLs (2) with minimal reputation (0.0009), high content spam score (0.1538). Document-based malware with extremely high metadata threat scores."
D75,Spam,0.79,"Spam classification: link click request, high return path reputation concerns (0.6718), urgency targeting (1.0), authentication failures (SPF fail, DKIM neutral, DMARC fail), minimal URL reputation (0.0003), high content spam score (0.2854). Link-based spam campaign with infrastructure issues."
D76,Malicious,0.94,"High-risk malicious email: extremely high metadata suspicious score (0.6942), behavioral sandbox activity (0.0034), very high AMSI suspicion (0.9376), very high exfiltration behavior (0.8847), process execution (excel.exe, cmd.exe, powershell.exe), urgency targeting (1.0), high SMTP IP reputation concerns (0.9841), extremely low URL reputation (5.29e-05). Excel-based malware with very high AMSI detection and exfiltration behavior."
D77,Malicious,0.91,"High-risk malicious email: extremely high sender domain reputation (0.9456) indicates compromised legitimate sender, significant metadata suspicious score (0.2114), behavioral sandbox activity (0.0019), high exfiltration behavior (0.4832), process execution via winword.exe, wire transfer request (BEC), urgency targeting (1.0), multiple URLs (3), high content spam score (0.6814). BEC attack from compromised high-reputation sender."
D78,Warning,0.80,"Warning classification: wire transfer request (BEC risk), high return path reputation concerns (0.5893), high SMTP IP reputation issues (0.9641), urgency targeting (1.0), authentication failures (SPF fail, DMARC pass), multiple URLs (4) with minimal reputation (0.0001), high content spam score (0.4118). Financial request with infrastructure concerns requires verification."
D79,Malicious,0.92,"High-risk malicious email: extremely high metadata suspicious score (0.6358), behavioral sandbox activity (0.0091), AMSI suspicion (0.0364), very high exfiltration behavior (0.9011), process execution (winword.exe, powershell.exe, regsvr32.exe), gift card request type, urgency targeting (1.0), high SMTP IP reputation concerns (0.8947), extremely low URL reputation (2.18e-05). Gift card social engineering with very high exfiltration behavior and multi-process execution."
D80,Malicious,0.93,"Confirmed high-risk malicious threat: extremely high metadata suspicious score (0.7483), behavioral sandbox activity (0.0052), AMSI suspicion (0.0821), very high exfiltration behavior (0.8336), process execution via excel.exe, urgency targeting (1.0), high SMTP IP reputation concerns (0.9214), authentication failures (SPF fail, DKIM policy, DMARC fail), extremely low URL reputation (1.94e-05). Excel-based malware with very high exfiltration behavior."
D81,Malicious,0.94,"High-risk malicious email: extremely high metadata suspicious score (0.8901), behavioral sandbox activity (0.0107), very high AMSI suspicion (0.9684), very high exfiltration behavior (0.8892), process execution (winword.exe, powershell.exe), urgency targeting (1.0), high SMTP IP reputation concerns (0.9758), extremely low URL reputation (3.41e-05), high content spam score (0.7134). Advanced malware with extremely high behavioral threat scores."
D82,Warning,0.82,"Warning classification: return path known malicious (1) primary concern, invoice verification request, high return path reputation concerns (0.4617), high SMTP IP reputation issues (0.8439), urgency targeting (1.0), authentication failures (SPF fail, DKIM neutral, DMARC fail), multiple URLs (4) with minimal reputation (0.0002). Infrastructure compromise with invoice request requires verification."
D83,Malicious,0.95,"High-risk malicious email: extremely high metadata suspicious score (0.9187), behavioral sandbox activity (0.0159), very high AMSI suspicion (0.8743), very high exfiltration behavior (0.9327), process execution (winword.exe, powershell.exe), urgency targeting (1.0), high SMTP IP reputation concerns (0.9614), extremely low URL reputation (1.83e-05). Advanced malware with extremely high threat scores across all behavioral indicators."
D84,Malicious,0.92,"High-risk malicious email: extremely high metadata suspicious score (0.6274), behavioral sandbox activity (0.0074), AMSI suspicion (0.1942), very high exfiltration behavior (0.8164), process execution (winword.exe, powershell.exe, regsvr32.exe), urgency targeting (1.0), high SMTP IP reputation concerns (0.8836), extremely low URL reputation (2.95e-05). Multi-process malware with very high exfiltration behavior."
D85,Warning,0.81,"Warning classification: wire transfer request (BEC risk), high return path reputation concerns (0.7298), high SMTP IP reputation issues (0.9573), urgency targeting (1.0), authentication failures (SPF fail, DKIM policy, DMARC fail), minimal URL reputation (0.0003), high content spam score (0.3692). Financial request with infrastructure concerns requires verification."
D86,No Action,0.88,"Low-risk business communication: minimal sender reputation concerns (0.0023), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF/DKIM pass, DMARC pass), self-signed certificate, multiple URLs (3) with minimal reputation (0.0001), extremely low content spam score (2.47e-06). Standard business communication with certificate concern."
D87,No Action,0.87,"Low-risk business communication: minimal sender reputation concerns (0.0002), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF pass, DMARC temperror), expired certificate, multiple URLs (4) with extremely low reputation (3.89e-06). Standard business communication with expired certificate."
D88,Warning,0.80,"Warning classification: reply path known malicious (1) primary concern, high temp email likelihood (0.4872), urgency targeting (1.0), authentication failures (SPF fail, DKIM policy, DMARC fail), multiple URLs (2) with extremely low reputation (1.47e-06), high URL rendering behavior (0.8569). Compromised reply infrastructure with temporary email characteristics requires caution."
D89,Spam,0.81,"Spam classification: gift card request type (common spam theme), high SMTP IP reputation concerns (0.8194), urgency targeting (1.0), authentication failures (SPF fail, DKIM neutral), extremely low URL reputation (2.18e-05), moderate content spam score (0.0341). Gift card spam campaign with infrastructure issues."
D90,Malicious,0.93,"High-risk malicious email: extremely high metadata suspicious score (0.6847), behavioral sandbox activity (0.0086), AMSI suspicion (0.1387), very high exfiltration behavior (0.9204), process execution via winword.exe, wire transfer request (BEC attack), urgency targeting (1.0), high SMTP IP reputation concerns (0.9372), extremely low URL reputation (3.74e-06). BEC attack with very high exfiltration behavior."
D91,Malicious,0.90,"High-risk malicious email: extremely high metadata suspicious score (0.5294), behavioral sandbox activity (0.0043), AMSI suspicion (0.1586), high exfiltration behavior (0.4729), process execution via winword.exe, document download request, urgency targeting (1.0), high SMTP IP reputation concerns (0.8731), extremely low URL reputation (2.66e-05). Document-based attack with behavioral analysis."
D92,No Action,0.86,"Low-risk business communication: minimal sender reputation concerns (0.0081), no attachment threats, clean behavioral analysis, urgency targeting (1.0), good authentication (SPF/DKIM pass, DMARC pass), self-signed certificate, multiple URLs (2) with minimal reputation (0.0002), extremely low content spam score (3.91e-06). Standard business communication with certificate concern."
D93,Warning,0.82,"Warning classification: sensitive data request requires verification, high return path reputation concerns (0.5472), urgency targeting (1.0), authentication failures (SPF fail, DMARC pass), multiple URLs (3) with extremely low reputation (1.26e-05), high content spam score (0.5841). Sensitive data request with infrastructure concerns requires caution."
D94,Malicious,0.94,"High-risk malicious email: VBScript/JavaScript detected (1), extremely high metadata suspicious score (0.7693), behavioral sandbox activity (0.0014), high exfiltration behavior (0.3486), process execution via winword.exe, meeting request (social engineering), urgency targeting (1.0), expired certificate, extremely low URL reputation (1.17e-04). Script-based social engineering attack with extremely high metadata scores."
D95,Malicious,0.92,"High-risk malicious email: extremely high metadata suspicious score (0.6182), behavioral sandbox activity (0.0091), AMSI suspicion (0.1249), very high exfiltration behavior (0.8374), process execution via winword.exe, urgency targeting (1.0), high SMTP IP reputation concerns (0.9147), extremely low URL reputation (4.83e-06). Document-based malware with very high exfiltration behavior."
D96,Warning,0.79,"Warning classification: return path known malicious (1) primary concern, high return path reputation concerns (0.8974), urgency targeting (1.0), good authentication (SPF pass, DMARC temperror), multiple URLs (2) with minimal reputation (0.0009), self-signed certificate. Compromised return path infrastructure requires caution."
D97,Malicious,0.95,"High-risk malicious email: extremely high metadata suspicious score (0.8637), behavioral sandbox activity (0.0194), AMSI suspicion (0.0672), very high exfiltration behavior (0.9381), process execution via outlook.exe, legal threat request (social engineering), urgency targeting (1.0), high content spam score (0.2847), expired certificate. Legal threat social engineering with very high exfiltration behavior and extremely high metadata scores."
D98,Malicious,0.94,"Confirmed high-risk malicious threat: extremely high metadata suspicious score (0.7249), behavioral sandbox activity (0.0127), very high exfiltration behavior (0.9647), process execution via acrobat.exe, link click request, high SMTP IP reputation concerns (0.9184), urgency targeting (1.0), expired certificate, extremely low URL reputation (2.88e-05). PDF-based attack with very high exfiltration behavior and extremely high metadata scores."
