Data ID,Classification,Confidence Score,Detailed Justification
D95,Malicious,0.93,"Email demonstrates advanced malicious behavior: extremely high max_metadata_suspicious_score (0.73) indicates heavily modified malicious files; significant behavioral sandbox score (0.56) with winword.exe execution suggests active malware; embedded files (3) indicate multi-stage payload delivery; very high max_exfiltration_behavior_score (0.27) confirms data theft capability; authentication failures combined with threat indicators require immediate blocking."
D96,No Action,0.80,"Email shows acceptable risk profile: moderate sender domain reputation (0.012) within normal range; no malicious attachments or behavioral indicators detected; passed SPF authentication provides sender validation; moderate URL count (3) with high URL reputation suggests legitimate links; no suspicious processes or metadata detected; suitable for standard delivery with routine monitoring."
D97,Malicious,0.88,"Email contains significant malicious indicators: high max_metadata_suspicious_score (0.11) suggests tampered attachments; VBScript detection (1) indicates script-based payload; substantial behavioral sandbox score (0.078) and AMSI suspicion (0.18) confirm active malware; high exfiltration score (0.35) indicates data theft capability; outlook.exe process with legal_threat social engineering requires immediate blocking."
D98,Malicious,0.90,"Email demonstrates clear malicious behavior: extremely high max_metadata_suspicious_score (0.16) indicates heavily compromised attachments; significant behavioral sandbox score (0.60) and AMSI suspicion (0.069) confirm active malware execution; very high max_exfiltration_behavior_score (0.78) indicates advanced data theft capability; acrobat.exe execution with link_click social engineering; high spam score (0.41) combined with threat indicators requires immediate blocking."
D99,No Action,0.75,"Email shows acceptable risk levels: moderate sender domain reputation (0.16) within normal business range; no malicious attachments or behavioral threats detected; no suspicious processes or metadata scores; passed SPF authentication validates sender; bank_detail_update request type noted but other indicators suggest legitimate business communication; suitable for delivery with standard monitoring."
D100,Malicious,0.93,"Email exhibits multiple critical malicious indicators: extremely high max_metadata_suspicious_score (0.85) suggests heavily weaponized attachments; significant behavioral indicators with winword.exe/powershell.exe processes indicate multi-stage malware; high exfiltration score (0.24) confirms data theft capability; return_path_mismatch_with_from (1) indicates spoofing; vpn_or_mfa_reset social engineering with authentication bypass attempt requires immediate blocking."
D73,Warning,0.78,"Email requires careful monitoring: sender_known_malicious flag (1.0) indicates confirmed threat actor but File? field shows 1.0 suggesting detection may be flagged; moderate temporary email likelihood (0.14) with failed DMARC authentication suggests potential spoofing; urgent_callback request type with high targeted role (1.0) indicates social engineering attempt; mixed authentication results warrant heightened scrutiny but not immediate blocking."
D74,Malicious,0.88,"Email demonstrates malicious intent: high sender domain reputation concern (0.31) with extremely high max_metadata_suspicious_score (0.65) indicates weaponized attachments; winword.exe execution with high exfiltration score (0.23) suggests data theft malware; failed DMARC authentication indicates spoofing attempt; high spam score (0.11) combined with malicious indicators requires immediate blocking."
D75,No Action,0.70,"Email shows mixed but acceptable risk profile: high sender domain reputation (0.626) raises some concern but no malicious attachments detected; reply_path_known_malicious (1) flag noted but other indicators don't support active threat; failed SPF authentication creates minor concern; link_click request type with moderate spam score (0.43) suggests standard marketing communication; suitable for delivery with monitoring."
D76,Malicious,0.85,"Email contains significant malicious indicators: max_metadata_suspicious_score (0.0005) with embedded files (1) and multiple process executions (excel.exe/cmd.exe/powershell.exe) indicate multi-stage malware; extremely high max_exfiltration_behavior_score (0.98) confirms advanced data theft capability; URL redirect detected with certificate mismatch; failed authentication combined with threat indicators requires immediate blocking."
D77,Malicious,0.87,"Email demonstrates malicious behavior: DMARC enforcement (1) bypassed with significant max_metadata_suspicious_score (0.069) indicating compromised attachments; high behavioral sandbox score (0.027) and AMSI suspicion (0.71) confirm active malware; high exfiltration score (0.43) indicates data theft risk; winword.exe execution with wire_transfer social engineering requires immediate blocking."
D78,Spam,0.82,"Email exhibits spam characteristics: moderate spam score (0.177) indicates unsolicited content; URL count (3) with wire_transfer request type suggests potentially fraudulent communication; failed SPF authentication raises sender validation concerns; QR code present (1) may be used for malicious redirection; self-signed SSL certificate and moderate URL rendering behavior score support spam classification requiring filtering."
D79,Malicious,0.92,"Email contains multiple high-risk malicious indicators: high sender domain reputation concern (0.716) with significant max_metadata_suspicious_score (0.117) indicates weaponized attachments; embedded files (1) with multiple process executions (winword.exe/powershell.exe/regsvr32.exe) confirm multi-stage malware; extremely high max_exfiltration_behavior_score (0.96) indicates advanced persistent threat; gift_card_request social engineering requires immediate blocking."
D80,Malicious,0.89,"Email demonstrates malicious intent: high max_metadata_suspicious_score (0.352) with multiple behavioral indicators including significant sandbox score (0.118) and AMSI suspicion (0.682) confirm active malware; excel.exe execution with very high max_exfiltration_behavior_score (0.95) indicates data theft capability; failed authentication combined with expired SSL certificate and threat indicators requires immediate blocking."
D81,Malicious,0.86,"Email shows malicious characteristics: high sender domain reputation concern (0.296) with max_metadata_suspicious_score (0.043) suggesting compromised attachments; multiple process executions (winword.exe/powershell.exe) indicate payload delivery; high max_exfiltration_behavior_score (0.255) confirms data theft risk; failed SPF and DMARC authentication with marketing keywords detected as deception technique requires immediate blocking."
D82,No Action,0.75,"Email presents acceptable risk profile: very low sender domain reputation concern (0.0008) within normal range; no malicious attachments or behavioral indicators; no suspicious processes detected; passed SPF authentication validates sender; invoice_verification request type suggests legitimate business communication; high site visual similarity (0.739) may indicate brand-related content but other indicators support delivery."
D83,Malicious,0.91,"Email exhibits multiple malicious indicators: max_metadata_suspicious_score (0.139) with embedded files (2) and multiple process executions (winword.exe/powershell.exe) indicate multi-stage malware delivery; high max_exfiltration_behavior_score (0.614) confirms advanced data theft capability; return_path_mismatch_with_from (1) and reply_path_diff_from_sender (1) indicate spoofing; authentication failures require immediate blocking."
D84,Warning,0.78,"Email requires monitoring due to concerning indicators: high sender domain reputation (0.533) raises significant concern; embedded files (3) with multiple processes (winword.exe/powershell.exe/regsvr32.exe) suggest potential malware; moderate max_exfiltration_behavior_score (0.43) indicates possible data theft risk; failed authentication and marketing keywords detected warrant enhanced scrutiny but evidence insufficient for immediate blocking."
D85,No Action,0.70,"Email shows mixed but acceptable risk profile: high sender domain reputation (0.357) noted but no malicious attachments detected; return_path_known_malicious (1) flag concerning but other indicators don't support active threat; passed SPF and DKIM authentication validates sender; wire_transfer request type with moderate spam score suggests business communication; suitable for delivery with monitoring."
D86,No Action,0.75,"Email presents low risk profile: moderate sender domain reputation (0.172) within acceptable range; no malicious attachments or behavioral indicators; no suspicious processes or metadata detected; passed SPF authentication provides sender validation; no concerning request types or social engineering detected; suitable for standard delivery with routine monitoring."
D87,No Action,0.72,"Email shows minimal security concerns: moderate sender domain reputation (0.064) acceptable; no malicious attachments or suspicious behavioral patterns; no processes or metadata concerns; passed SPF authentication validates sender; moderate site visual similarity (0.228) may indicate brand content but within normal range; suitable for delivery with standard monitoring."
D88,No Action,0.75,"Email presents acceptable risk profile: moderate sender domain reputation (0.277) within normal range; no malicious attachments or behavioral indicators detected; no suspicious processes or metadata concerns; passed SPF authentication validates sender; failed DKIM noted but overall security posture acceptable; suitable for delivery with standard monitoring."
D89,Warning,0.68,"Email requires monitoring due to mixed indicators: very low sender domain reputation but moderate temporary email likelihood (0.075); return_path_known_malicious (1) flag concerning; is_high_risk_role_targeted (1) suggests potential spear-phishing; gift_card_request type indicates social engineering attempt; failed authentication results warrant careful observation but insufficient evidence for blocking."
D90,Malicious,0.90,"Email demonstrates clear malicious intent: significant max_metadata_suspicious_score (0.278) indicates weaponized attachments; behavioral sandbox score (0.182) and AMSI suspicion (0.096) confirm active malware; winword.exe execution with very high max_exfiltration_behavior_score (0.87) indicates advanced data theft capability; wire_transfer social engineering with failed authentication requires immediate blocking."
D91,Malicious,0.88,"Email contains multiple malicious indicators: moderate max_metadata_suspicious_score (0.076) with high sandbox execution time (0.567) indicates evasive malware; winword.exe execution with high max_exfiltration_behavior_score (0.107) suggests data theft risk; document_download social engineering with failed authentication; high URL rendering behavior score (1.08) confirms malicious payload delivery requiring immediate blocking."
D92,No Action,0.78,"Email shows acceptable security profile: moderate sender domain reputation (0.034) within normal range; no malicious attachments or suspicious behavioral indicators; no concerning processes or metadata detected; softfail SPF acceptable for business communication; moderate site visual similarity (0.258) suggests legitimate brand-related content; suitable for delivery with monitoring."
D93,Warning,0.70,"Email requires monitoring due to concerning patterns: very low sender domain reputation with high temporary email likelihood (0.208); no malicious attachments detected but high URL reputation concern; failed authentication results create uncertainty; sensitive_data_request type with high site visual similarity (0.921) suggests potential phishing; warrants careful observation."
D94,Malicious,0.87,"Email exhibits malicious characteristics: moderate max_metadata_suspicious_score (0.076) with winword.exe execution indicates document-based malware; high max_exfiltration_behavior_score (0.030) suggests data theft capability; meeting_request social engineering with failed authentication; certificate mismatch and low URL reputation support malicious classification requiring immediate blocking."
D95,Malicious,0.89,"Email demonstrates advanced malicious behavior: high max_metadata_suspicious_score (0.294) with winword.exe execution confirms weaponized attachments; very high max_exfiltration_behavior_score (0.293) indicates sophisticated data theft malware; failed authentication with high URL reputation concern; site visual similarity (0.143) suggests brand impersonation requiring immediate blocking."
D96,No Action,0.80,"Email presents minimal security risk: very low sender domain reputation (1.00e-05) excellent; no malicious attachments or behavioral indicators; no suspicious processes detected; passed SPF authentication validates sender; no concerning social engineering or request types detected; suitable for standard delivery with routine monitoring."
D97,Malicious,0.88,"Email contains significant malicious indicators: high max_metadata_suspicious_score (0.133) indicates compromised attachments; VBScript detection (1) confirms script-based payload; outlook.exe execution with very high max_exfiltration_behavior_score (0.896) indicates advanced data theft capability; legal_threat social engineering with failed authentication requires immediate blocking."
D98,Malicious,0.86,"Email demonstrates malicious intent: DMARC enforcement (1) with max_metadata_suspicious_score (0.058) suggests bypassed security; acrobat.exe execution with high behavioral scores confirms malware delivery; bulk message indicator (1) may indicate mass campaign; link_click social engineering with failed authentication and expired SSL certificate requires immediate blocking."
D99,No Action,0.75,"Email shows acceptable risk levels: moderate sender domain reputation (0.043) within normal range; no malicious attachments or behavioral threats; no suspicious processes or concerning metadata; passed SPF authentication validates sender; bank_detail_update request type noted but other indicators suggest legitimate business communication; suitable for delivery with monitoring."
D100,Malicious,0.92,"Email exhibits multiple critical indicators: high max_metadata_suspicious_score (0.225) with winword.exe/powershell.exe execution confirms multi-stage malware; very high max_exfiltration_behavior_score (0.658) indicates advanced persistent threat; marketing keywords (1) used as deception; vpn_or_mfa_reset social engineering targeting authentication systems requires immediate blocking."
D100,Malicious,0.90,"Email demonstrates severe malicious behavior: very low sender domain reputation with significant behavioral sandbox score (0.009) and AMSI suspicion (0.386) confirm active malware; winword.exe/powershell.exe execution with high max_exfiltration_behavior_score (0.290) indicates data theft capability; vpn_or_mfa_reset social engineering with expired SSL certificate requires immediate blocking."
D81,Malicious,0.87,"Email contains multiple malicious indicators: moderate sender domain reputation (0.065) with high temporary email likelihood (0.627); embedded files (2) with winword.exe/powershell.exe execution indicate multi-stage malware; high max_exfiltration_behavior_score (0.771) confirms data theft capability; is_high_risk_role_targeted (1) with failed authentication requires immediate blocking."
D82,No Action,0.76,"Email presents acceptable risk profile: very low sender domain reputation concern (0.006) within excellent range; no malicious attachments or behavioral indicators; no suspicious processes detected; failed SPF authentication noted but other indicators support legitimacy; invoice_verification request suggests standard business communication; suitable for delivery with monitoring."
D83,Malicious,0.91,"Email exhibits advanced malicious behavior: extremely low sender domain reputation with max_metadata_suspicious_score (0.024) and embedded files (2) indicate weaponized attachments; winword.exe/powershell.exe execution with very high max_exfiltration_behavior_score (0.393) confirms sophisticated data theft malware; failed authentication and expired SSL certificate require immediate blocking."
D84,Malicious,0.89,"Email demonstrates clear malicious intent: extremely high max_metadata_suspicious_score (0.278) with embedded files (3) and multiple process executions (winword.exe/powershell.exe/regsvr32.exe) confirm advanced multi-stage malware; high max_exfiltration_behavior_score (0.508) indicates data theft capability; failed authentication with expired SSL certificate requires immediate blocking."
