Data ID,Classification,Confidence Score,Detailed Justification
D2760,Malicious,0.94,High attachment threat (0.07) with unscannable attachment, macro-enabled document, and very high behavioral score (0.93)
D2761,Malicious,0.96,Very high behavioral score (0.93) with very high execution time (138.5) and high content spam score (0.71)
D2762,Warning,0.85,High sender reputation (0.60) with DMARC enforced, user marked as spam, and invoice verification context
D2763,Malicious,0.87,High attachment threat (0.04) with macro-enabled document and very high behavioral score (0.83)
D2764,Malicious,0.92,High spam likelihood (0.48) with very high behavioral score (0.82) and high content spam score (0.81)
D2765,No Action,0.78,Wire transfer context with very high content rendering score (0.52) but low threat indicators
D2766,No Action,0.74,Low threat indicators across all metrics; no significant malicious signals detected
D2767,No Action,0.77,Low threat indicators with no clear malicious signals; legitimate email characteristics
D2768,Warning,0.82,Sender spoofing detected with high sender reputation (0.42) but no clear malicious activity
D2769,Warning,0.84,Very high spam likelihood (0.99) with gift card request context; potential social engineering
D2770,Malicious,0.90,High spam likelihood (0.71) with very high behavioral score (0.87) and wire transfer context
D2771,Malicious,0.91,Very high attachment threat (0.45) with IOC matches (5) and document download context
D2772,Warning,0.79,High SMTP IP reputation (0.82) with bulk message indicator and SSL certificate concerns
D2773,Warning,0.81,High spam likelihood (0.40) with sensitive data request and high SMTP IP reputation (0.62)
D2774,Malicious,0.94,Very high attachment threat (0.67) with high AMSI score (0.27) and very high URL rendering score (0.93)
D2775,Malicious,0.92,Very high behavioral score (0.92) with high URL rendering score (0.30) and bulk message characteristics
D2776,No Action,0.76,High SMTP IP reputation (0.44) with no clear malicious indicators detected
D2777,Malicious,0.95,High AMSI score (0.51) with high domain threat and very high content spam score (0.70); legal threat context
D2778,Malicious,0.93,High attachment threat (0.23) with IOC matches (4), return path known malicious, and user marked as spam
D2779,Warning,0.80,Bank detail update with high content rendering score (0.23) and moderate threat indicators
D2780,Malicious,0.91,High spam likelihood (0.76) with high AMSI score (0.52) and VPN reset context
D2781,No Action,0.79,Wire transfer context with very high SMTP IP reputation (0.77) but low threat indicators
D2782,Malicious,0.96,Very high behavioral score (0.82) with IOC matches (5), very high execution time (222.3), and gift card request
D2783,Malicious,0.93,Very high attachment threat (0.64) with very high behavioral score (0.99) and high URL rendering (0.42)
D2784,Malicious,0.94,High attachment threat (0.48) with high behavioral score (0.71) and very high URL rendering (0.97)
D2785,Spam,0.86,Very high content spam score (0.59) with bulk message indicator and invoice verification context
D2786,Malicious,0.88,IOC matches (2) with network call on open, embedded files (3), and suspicious behavioral patterns
D2787,Malicious,0.95,Very high attachment threat (0.48) with multiple malicious attachments (4), embedded files (3), and process execution
D2788,No Action,0.77,Wire transfer context with very high SMTP IP reputation (0.91) but low threat indicators
D2789,No Action,0.78,Low threat indicators across all metrics; no significant malicious signals detected
D2790,Warning,0.83,High spam likelihood (0.65) with DMARC enforced, reply path known malicious, and high content spam score (0.70)
D2791,No Action,0.80,High reply path reputation (0.36) with high URL rendering score (0.47) but no clear threats
