Data ID,Classification,Confidence Score,Detailed Justification
D2688,Warning,0.91,Very high content spam score (0.99) with wire transfer context; likely spam/phishing
D2689,Malicious,0.95,Packer detected with very high attachment threat (0.96) and gift card request context
D2690,Malicious,0.88,High attachment threat (0.05) with suspicious process execution and behavioral patterns
D2691,Malicious,0.90,Macro-enabled document with high behavioral score (0.81) and image ratio concerns
D2692,No Action,0.77,Invoice verification with low threat indicators; no significant malicious signals
D2693,Malicious,0.93,High attachment threat (0.72) with IOC matches (3) and suspicious process execution
D2694,Malicious,0.91,High attachment threat (0.35) with return path known malicious and behavioral concerns
D2695,Warning,0.74,Wire transfer context with bulk message indicator; moderate threat level
D2696,No Action,0.79,High sender reputation (0.89) but no clear malicious indicators detected
D2697,Warning,0.84,High content spam score (0.68) with moderate threat indicators; potential spam
D2698,No Action,0.71,Very low threat indicators across all metrics; legitimate email characteristics
D2699,Warning,0.78,Gift card request with bulk message indicator and moderate threat signals
D2700,Malicious,0.92,High SMTP IP reputation (0.98) with wire transfer context and unscannable attachment
D2701,Malicious,0.88,IOC matches (3) with high behavioral score (0.63) and document download context
D2702,No Action,0.81,Moderate sender reputation with no clear malicious indicators; authentication passes
D2703,No Action,0.79,Sensitive data request with low threat indicators; no significant malicious signals
D2704,Malicious,0.85,DMARC enforced with high behavioral score (0.49) and meeting request context
D2705,Malicious,0.92,High behavioral scores (0.57, 0.29) with reply path known malicious and process execution
D2706,No Action,0.82,High reply path reputation (0.64) with no clear malicious indicators
D2707,Malicious,0.96,High attachment threat (0.50) with IOC match, legal threat context and exploit pattern detected
D2708,Malicious,0.89,Known malicious sender with final URL known malicious and link click context
D2709,Warning,0.83,High sender reputation (0.84) with bank detail update; potential phishing attempt
D2710,Malicious,0.94,Very high attachment threat (0.84) with IOC match and high content spam score
D2711,Malicious,0.87,High sender reputation (0.44) with VPN reset context and suspicious behavioral patterns
D2712,Malicious,0.93,Multiple malicious attachments (2) with very high behavioral score (0.95) and network call detection
D2713,Warning,0.79,High spam likelihood (0.93) with reply path known malicious; invoice verification context
D2714,Malicious,0.86,High attachment threat (0.20) with suspicious behavioral patterns and exploit detection
D2715,Malicious,0.88,High attachment threat (0.13) with suspicious process execution patterns
D2716,No Action,0.76,Wire transfer context with low threat indicators; no significant malicious signals
D2717,Warning,0.82,Very high spam likelihood (0.95) with moderate threat indicators
D2718,No Action,0.79,High sender reputation (0.66) with no clear malicious indicators detected
D2719,Warning,0.83,High spam likelihood (0.69) with IOC matches (6) and moderate threat indicators
