Data ID,Classification,Confidence Score,Detailed Justification
D3064,No Action,0.85,Invoice verification with valid SSL and clean behavioral profile. Despite failed DKIM/DMARC, no malicious indicators detected. Legitimate business email.
D3065,Malicious,0.90,High sender reputation (0.838) but bulk message indicator and high exfiltration behavior (0.906). Valid SSL but behavioral analysis reveals data theft attempt.
D3066,Malicious,0.95,Contains multiple suspicious processes including regsvr32.exe with high exfiltration behavior (0.786). Failed DKIM/DMARC and behavioral patterns confirm malware delivery.
D3067,Warning,0.70,Wire transfer from domain known malicious but valid SSL and low threat scores. Failed DKIM but no malicious attachments. Verify sender through alternate channel.
D3068,No Action,0.85,Clean profile with valid SSL and passing authentication. High site visual similarity (0.374) but no malicious behaviors detected. Legitimate email with brand elements.
D3069,No Action,0.80,Expired SSL certificate but otherwise excellent profile. Very low threat scores and no malicious content. Legitimate email with expired infrastructure.
D3070,Warning,0.65,Reply path differs from sender with failed authentication but valid SSL. Low overall threat scores. Monitor for potential spoofing attempts.
D3071,Spam,0.80,Gift card request with high temp email likelihood (0.587) and bulk message indicator. Valid SSL but behavioral patterns indicate commercial spam.
D3072,Malicious,0.90,Wire transfer with self-signed SSL, failed authentication, and URL shortener detected. Despite low individual scores, infrastructure and behavioral patterns confirm fraud attempt.
D3073,Malicious,0.95,Document download with 5 IOCs detected and extremely high behavioral sandbox score (0.613) and AMSI score (0.910). Valid SSL but clear malware with advanced evasion.
D3074,No Action,0.90,Excellent profile with valid SSL and passing authentication. Very low threat scores and no suspicious content. Safe communication.
D3075,Warning,0.80,Sensitive data request with extremely high temp email likelihood (0.974) and expired SSL. However, image only email with no malicious attachments. Social engineering attempt likely.
D3076,Malicious,0.90,Meeting request with sender spoof detected and high temp email likelihood (0.894). Despite valid SSL, spam score (0.862) and behavioral patterns confirm phishing.
D3077,Malicious,0.95,Extremely high behavioral sandbox score (0.863) with SSL mismatch and no TLS encryption. High spam score (0.705) and failed authentication confirm malware delivery.
D3078,No Action,0.85,Clean profile with valid SSL and good overall indicators. High spam score (0.533) but no malicious content or behaviors detected. Possible false positive.
D3079,Malicious,0.85,Legal threat with network call on open behavior and reply path known malicious. Despite valid SSL, the outlook.exe process and behavioral patterns confirm BEC attack.
