Data ID,Classification,Confidence Score,Detailed Justification
D2540,Malicious,0.86,High sender reputation (0.68) but multiple malicious attachments (6) with high behavioral scores
D2541,No Action,0.83,Very low malicious indicators across all categories
D2542,Warning,0.76,Legal threat with moderate behavioral scores and high-risk role targeting
D2543,Malicious,0.87,High exfiltration behavior (0.90) with exploit pattern detection and moderate behavioral scores
D2544,No Action,0.79,Low overall risk with bank detail update but no significant malicious indicators
D2545,Warning,0.75,VPN/MFA reset request with moderate behavioral scores and authentication issues
D2546,Warning,0.71,High temp email likelihood (0.19) with urgent callback request and known malicious return path
D2547,Malicious,0.85,High suspicious metadata (0.51) with DMARC enforcement and high URL reputation score (0.78)
D2548,Warning,0.73,High sender reputation (0.59) with link click request but URL shortener detected
D2549,Malicious,0.89,High behavioral scores with multiple process executions and very high sandbox execution time (21.7)
D2550,Warning,0.76,Wire transfer request with multiple malicious attachments (3) and moderate behavioral scores
D2551,Warning,0.74,High sender reputation with wire transfer request and marketing keywords but certificate mismatch
D2552,Malicious,0.95,Very high suspicious metadata (0.86) with multiple YARA matches (2) and known malicious return path
D2553,Warning,0.76,High temp email likelihood (0.82) with moderate behavioral scores and self-signed certificate
D2554,Malicious,0.88,High suspicious metadata (0.80) with multiple YARA matches (2) and high temp email likelihood (0.60)
D2555,Warning,0.72,High sender reputation with high content spam score (0.92) but low malicious indicators
D2556,Warning,0.74,Moderate sender reputation with multiple YARA matches (2) and authentication failures
D2557,Malicious,0.89,High suspicious metadata (0.56) with very high return path malicious score (0.95) and high URL reputation (0.58)
D2558,Warning,0.71,Known malicious return path with wire transfer request requires attention
D2559,No Action,0.82,Low overall malicious indicators with standard authentication issues
D2560,Warning,0.73,High-risk role targeting with expired certificate and moderate domain reputation
D2561,No Action,0.81,Low malicious indicators with standard authentication patterns
D2562,Spam,0.74,Gift card request with low overall malicious indicators suggests spam pattern
D2563,Malicious,0.87,High suspicious metadata (0.53) with multiple YARA matches (5) and wire transfer request plus marketing keywords
D2564,Warning,0.75,High temp email likelihood (0.38) with document download request and authentication issues
D2565,Warning,0.72,High temp email likelihood (0.55) with moderate domain reputation concerns
D2566,Warning,0.73,High sender reputation with sensitive data request and self-signed certificate
D2567,Warning,0.76,High suspicious metadata (0.43) with meeting request and high return path malicious score (0.56)
D2568,Malicious,0.89,Very high suspicious metadata (0.79) with high behavioral scores and authentication failures
D2569,No Action,0.79,Moderate sender reputation with low overall malicious indicators
D2570,Malicious,0.86,Multiple YARA matches (4) with VBScript detection and legal threat social engineering plus known malicious reply path
D2571,Warning,0.76,Executable attachment detected with link click request and high behavioral scores
D2572,Warning,0.73,Bank detail update request with moderate domain reputation and authentication issues
D2573,Warning,0.74,VPN/MFA reset request with moderate behavioral scores and authentication failures
D2574,Malicious,0.88,High temp email likelihood (0.77) with high suspicious metadata (0.43) and VPN/MFA reset plus expired certificate
D2575,Malicious,0.92,Very high behavioral sandbox score (0.99) with high suspicious metadata and QR code analysis positive for malicious content
