Data ID,Classification,Confidence Score,Detailed Justification
D3341,Malicious,0.85,Legal threat with high metadata suspicious score (0.037) and extremely high exfiltration behavior (0.738). High return path reputation (0.848) indicates compromised trusted domain for BEC.
D3342,Malicious,0.90,Link click request with 5 YARA rule matches, VBScript/JavaScript detected, and reply path differs from sender. High URL reputation score (0.907) confirms sophisticated phishing.
D3343,Spam,0.80,Bank detail update with extremely high temp email likelihood (0.900) and high spam score (0.705). Clean behavioral profile suggests commercial spam rather than targeted fraud.
D3344,Malicious,0.85,VPN/MFA reset with high exfiltration behavior (0.749) and multiple embedded files (4). SSL mismatch and image only email confirm credential theft attempt.
D3345,No Action,0.85,Sensitive data request with high sender reputation (0.765) and clean behavioral profile. Valid SSL and passing authentication confirm legitimate HR communication.
D3346,Malicious,0.90,Meeting request with high metadata suspicious score (0.236) and return path known malicious. High site visual similarity (0.796) and high sender reputation indicate sophisticated phishing.
D3347,Malicious,0.85,Known malicious sender with high temp email likelihood (0.392) and high exfiltration behavior (0.520). High sender reputation indicates compromised trusted domain for malware.
D3348,No Action,0.80,High temp email likelihood (0.311) but clean behavioral profile and valid SSL. Low threat scores and no malicious indicators confirm legitimate communication.
D3349,Malicious,0.90,Legal threat with high behavioral sandbox score (0.563) and high exfiltration behavior (0.594). High return path reputation (0.646) indicates compromised trusted domain for BEC.
D3350,Malicious,0.90,Link click request with high metadata suspicious score (0.331) and high exfiltration behavior (0.759). High sender reputation (0.565) indicates compromised trusted domain for credential harvesting.
D3351,Warning,0.75,Bank detail update with high sender reputation (0.237) and SSL mismatch. Clean behavioral profile but infrastructure concerns require verification.
D3352,Malicious,0.90,VPN/MFA reset with extremely high metadata suspicious score (0.580) and high return path reputation (0.488). SSL mismatch and multiple processes confirm credential theft.
D3353,Malicious,0.85,VPN/MFA reset with high exfiltration behavior (0.728) and multiple processes (winword.exe, powershell.exe). High spam score (0.135) and behavioral patterns confirm credential theft.
D3354,Malicious,0.85,3 IOCs detected with multiple embedded files (4) and self-signed SSL. Image only email and high AMSI score (0.247) confirm sophisticated malware delivery.
D3355,No Action,0.85,Invoice verification with clean behavioral profile and valid SSL. Low threat scores and no malicious indicators confirm legitimate business communication.
D3356,Malicious,0.90,High spam score (0.978) with extremely high exfiltration behavior and multiple processes. High site visual similarity (0.516) and behavioral patterns confirm sophisticated phishing.
D3357,Malicious,0.85,High metadata suspicious score (0.102) with high spam score (0.801) and multiple processes including regsvr32.exe. High URL reputation score (0.691) confirms malware delivery.
D3358,Spam,0.80,Wire transfer with 3 URLs detected and extremely high spam score (0.987). Clean behavioral profile suggests commercial spam rather than targeted fraud.
D3359,Warning,0.75,DMARC enforced with unsubscribe link present and high site visual similarity (0.571). Clean behavioral profile but marketing indicators require verification.
D3360,Warning,0.75,High return path reputation (0.363) with self-signed SSL and high site visual similarity. Clean behavioral profile but infrastructure concerns warrant monitoring.
D3361,Warning,0.75,Return path known malicious with high sender reputation (0.354) and self-signed SSL. Clean behavioral profile suggests compromised infrastructure monitoring.
D3362,No Action,0.85,Gift card request with high sender reputation (0.795) and clean behavioral profile. Valid SSL and no malicious indicators suggest legitimate promotional email.
D3363,Malicious,0.95,Known malicious sender with high temp email likelihood (0.970) and QR code present. High metadata suspicious score (0.109) and high exfiltration behavior (0.368) confirm fraud.
D3364,Malicious,0.95,Known malicious sender with DMARC enforced and extremely high metadata suspicious score (0.716). Long execution time (45.7s) and high return path reputation confirm advanced persistent threat.
D3365,Warning,0.70,High spam score (0.883) but clean behavioral profile and valid SSL. Failed authentication suggests verification needed before processing.
D3366,Warning,0.75,Sensitive data request with return path known malicious and high sender reputation (0.253). Clean behavioral profile but infrastructure concerns require verification.
D3367,Malicious,0.90,Meeting request with extremely high metadata suspicious score (0.784) and QR code malicious. High behavioral sandbox score (0.072) and behavioral patterns confirm sophisticated phishing.
